Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE COAST AT SENTOSA COVE,"3,250,000","2,357.32","1,379",May-25,OCEAN DRIVE,Resale,Strata,219,"14,840",-,Condominium,1,99 yrs lease commencing from 2006,04,Core Central Region,01 to 05
SEASCAPE,"4,483,000","2,174.33","2,062",May-25,COVE WAY,Resale,Strata,202,"22,193",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,01 to 05
REFLECTIONS AT KEPPEL BAY,"1,730,000","1,011.82","1,710",May-25,KEPPEL BAY VIEW,Resale,Strata,94,"18,404",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,01 to 05
THE ANCHORAGE,"2,930,000","1,463.9","2,001",May-25,ALEXANDRA ROAD,Resale,Strata,136,"21,544",-,Condominium,1,Freehold,03,Rest of Central Region,01 to 05
SKYLINE RESIDENCES,"1,070,000",484.38,"2,209",May-25,TELOK BLANGAH ROAD,Resale,Strata,45,"23,778",-,Condominium,1,Freehold,04,Rest of Central Region,11 to 15
RIVIERE,"2,428,888",839.59,"2,893",May-25,JIAK KIM STREET,Resale,Strata,78,"31,140",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,16 to 20
ONE PEARL BANK,"2,275,000",839.59,"2,710",May-25,PEARL BANK,Sub Sale,Strata,78,"29,167",-,Apartment,1,99 yrs lease commencing from 2019,03,Rest of Central Region,36 to 40
ARTRA,"2,520,000","1,044.11","2,414",May-25,ALEXANDRA VIEW,Resale,Strata,97,"25,979",-,Apartment,1,99 yrs lease commencing from 2016,03,Rest of Central Region,11 to 15
QUEENS PEAK,"1,630,000",807.3,"2,019",May-25,DUNDEE ROAD,Resale,Strata,75,"21,733",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,11 to 15
ALEX RESIDENCES,"1,570,000",678.13,"2,315",May-25,ALEXANDRA VIEW,Resale,Strata,63,"24,921",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,31 to 35
THE OCEANFRONT @ SENTOSA COVE,"2,680,000","1,679.18","1,596",May-25,OCEAN DRIVE,Resale,Strata,156,"17,179",-,Condominium,1,99 yrs lease commencing from 2005,04,Core Central Region,01 to 05
COMMONWEALTH TOWERS,"2,500,000","1,054.87","2,370",May-25,COMMONWEALTH AVENUE,Resale,Strata,98,"25,510",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,06 to 10
SKYLINE RESIDENCES,"1,060,000",484.38,"2,188",May-25,TELOK BLANGAH ROAD,Resale,Strata,45,"23,556",-,Condominium,1,Freehold,04,Rest of Central Region,11 to 15
ECHELON,"3,170,000","1,474.67","2,150",May-25,ALEXANDRA VIEW,Resale,Strata,137,"23,139",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,21 to 25
STIRLING RESIDENCES,"1,720,000",678.13,"2,536",May-25,STIRLING ROAD,Resale,Strata,63,"27,302",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,21 to 25
THE FORESTA @ MOUNT FABER,"875,000",430.56,"2,032",May-25,WISHART ROAD,Resale,Strata,40,"21,875",-,Condominium,1,Freehold,04,Rest of Central Region,01 to 05
DOMAIN 21,"2,650,000","1,280.92","2,069",May-25,DELTA ROAD,Resale,Strata,119,"22,269",-,Condominium,1,99 yrs lease commencing from 2004,03,Rest of Central Region,16 to 20
HIGHLINE RESIDENCES,"1,708,000",699.66,"2,441",May-25,KIM TIAN ROAD,Resale,Strata,65,"26,277",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,31 to 35
ONE PEARL BANK,"1,398,000",559.73,"2,498",May-25,PEARL BANK,Sub Sale,Strata,52,"26,885",-,Apartment,1,99 yrs lease commencing from 2019,03,Rest of Central Region,21 to 25
ARTRA,"2,745,000","1,227.1","2,237",May-25,ALEXANDRA VIEW,Resale,Strata,114,"24,079",-,Apartment,1,99 yrs lease commencing from 2016,03,Rest of Central Region,06 to 10
EMERALD PARK,"1,720,000","1,410.08","1,220",May-25,INDUS ROAD,Resale,Strata,131,"13,130",-,Condominium,1,99 yrs lease commencing from 1991,03,Rest of Central Region,11 to 15
MARGARET VILLE,"1,078,000",527.44,"2,044",May-25,MARGARET DRIVE,Resale,Strata,49,"22,000",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,11 to 15
RIVER PLACE,"2,800,000","1,657.66","1,689",May-25,HAVELOCK ROAD,Resale,Strata,154,"18,182",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,01 to 05
THE INTERLACE,"1,650,000","1,001.05","1,648",May-25,DEPOT ROAD,Resale,Strata,93,"17,742",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,06 to 10
STIRLING RESIDENCES,"1,508,000",624.31,"2,415",May-25,STIRLING ROAD,Resale,Strata,58,"26,000",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
ALEXIS,"970,000",516.67,"1,877",May-25,ALEXANDRA ROAD,Resale,Strata,48,"20,208",-,Apartment,1,Freehold,03,Rest of Central Region,01 to 05
PRINCIPAL GARDEN,"1,910,000",807.3,"2,366",May-25,PRINCE CHARLES CRESCENT,Resale,Strata,75,"25,467",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,16 to 20
TWIN REGENCY,"3,378,000","1,442.38","2,342",May-25,KIM TIAN ROAD,Resale,Strata,134,"25,209",-,Condominium,1,Freehold,03,Rest of Central Region,31 to 35
COMMONWEALTH TOWERS,"960,000",441.32,"2,175",May-25,COMMONWEALTH AVENUE,Resale,Strata,41,"23,415",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,21 to 25
AVENUE SOUTH RESIDENCE,"1,433,000",656.6,"2,182",May-25,SILAT AVENUE,Resale,Strata,61,"23,492",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,11 to 15
SKYLINE RESIDENCES,"3,550,000","1,722.24","2,061",May-25,TELOK BLANGAH ROAD,Resale,Strata,160,"22,188",-,Condominium,1,Freehold,04,Rest of Central Region,06 to 10
CARIBBEAN AT KEPPEL BAY,"2,398,800","1,280.92","1,873",May-25,KEPPEL BAY DRIVE,Resale,Strata,119,"20,158",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,01 to 05
COMMONWEALTH TOWERS,"1,552,000",688.9,"2,253",May-25,COMMONWEALTH AVENUE,Resale,Strata,64,"24,250",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,11 to 15
TERESA VILLE,"3,188,888","1,980.58","1,610",May-25,LOWER DELTA ROAD,Resale,Strata,184,"17,331",-,Condominium,1,Freehold,04,Rest of Central Region,11 to 15
THE LANDMARK,"1,030,000",495.14,"2,080",May-25,CHIN SWEE ROAD,Sub Sale,Strata,46,"22,391",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,01 to 05
AVENUE SOUTH RESIDENCE,"2,688,000","1,108.69","2,424",May-25,SILAT AVENUE,Resale,Strata,103,"26,097",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,21 to 25
PRINCIPAL GARDEN,"1,690,000",785.77,"2,151",May-25,PRINCE CHARLES CRESCENT,Resale,Strata,73,"23,151",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,06 to 10
QUEENS PEAK,"4,100,000","2,002.1","2,048",May-25,DUNDEE ROAD,Resale,Strata,186,"22,043",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,31 to 35
TWIN REGENCY,"4,048,000","1,776.06","2,279",May-25,KIM TIAN ROAD,Resale,Strata,165,"24,533",-,Condominium,1,Freehold,03,Rest of Central Region,31 to 35
ALEX RESIDENCES,"1,488,000",656.6,"2,266",May-25,ALEXANDRA VIEW,Resale,Strata,61,"24,393",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,26 to 30
THE RESIDENCES AT W SINGAPORE SENTOSA COVE,"3,042,000","1,657.66","1,835",May-25,OCEAN WAY,Resale,Strata,154,"19,753",-,Condominium,1,99 yrs lease commencing from 2006,04,Core Central Region,01 to 05
THE RESIDENCES AT W SINGAPORE SENTOSA COVE,"2,776,000","1,657.66","1,675",May-25,OCEAN WAY,Resale,Strata,154,"18,026",-,Condominium,1,99 yrs lease commencing from 2006,04,Core Central Region,01 to 05
COMMONWEALTH TOWERS,"1,010,000",462.85,"2,182",May-25,COMMONWEALTH AVENUE,Resale,Strata,43,"23,488",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,26 to 30
TURQUOISE,"3,051,000","2,497.25","1,222",May-25,COVE DRIVE,Resale,Strata,232,"13,151",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,01 to 05
STIRLING RESIDENCES,"1,245,000",505.91,"2,461",May-25,STIRLING ROAD,Resale,Strata,47,"26,489",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
CARIBBEAN AT KEPPEL BAY,"2,388,000","1,485.43","1,608",May-25,KEPPEL BAY DRIVE,Resale,Strata,138,"17,304",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,01 to 05
PRINCIPAL GARDEN,"2,980,000","1,237.86","2,407",May-25,PRINCE CHARLES CRESCENT,Resale,Strata,115,"25,913",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,16 to 20
ALEX RESIDENCES,"950,000",473.62,"2,006",May-25,ALEXANDRA VIEW,Resale,Strata,44,"21,591",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,11 to 15
HIGHLINE RESIDENCES,"1,147,000",505.91,"2,267",May-25,KIM TIAN ROAD,Resale,Strata,47,"24,404",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,06 to 10
QUEENS PEAK,"2,080,000",936.47,"2,221",May-25,DUNDEE ROAD,Resale,Strata,87,"23,908",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,31 to 35
THE REEF AT KING'S DOCK,"1,815,000",721.19,"2,517",May-25,HARBOURFRONT AVENUE,Sub Sale,Strata,67,"27,090",-,Condominium,1,99 yrs lease commencing from 2021,04,Rest of Central Region,01 to 05
REFLECTIONS AT KEPPEL BAY,"2,600,000","1,517.72","1,713",May-25,KEPPEL BAY VIEW,Resale,Strata,141,"18,440",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,11 to 15
PRINCIPAL GARDEN,"1,900,000",861.12,"2,206",May-25,PRINCE CHARLES CRESCENT,Resale,Strata,80,"23,750",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,06 to 10
STIRLING RESIDENCES,"1,918,000",764.24,"2,510",May-25,STIRLING ROAD,Resale,Strata,71,"27,014",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,21 to 25
REFLECTIONS AT KEPPEL BAY,"2,580,000","1,539.25","1,676",May-25,KEPPEL BAY VIEW,Resale,Strata,143,"18,042",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,06 to 10
ALEX RESIDENCES,"2,258,000","1,022.58","2,208",May-25,ALEXANDRA VIEW,Resale,Strata,95,"23,768",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
REFLECTIONS AT KEPPEL BAY,"2,700,000","1,603.84","1,683",May-25,KEPPEL BAY VIEW,Resale,Strata,149,"18,121",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,06 to 10
THE ANCHORAGE,"3,350,000","1,754.53","1,909",May-25,ALEXANDRA ROAD,Resale,Strata,163,"20,552",-,Condominium,1,Freehold,03,Rest of Central Region,01 to 05
THE FORESTA @ MOUNT FABER,"1,440,000",721.19,"1,997",May-25,WISHART ROAD,Resale,Strata,67,"21,493",-,Condominium,1,Freehold,04,Rest of Central Region,01 to 05
TANGLIN VIEW,"2,188,000","1,162.51","1,882",May-25,PRINCE CHARLES CRESCENT,Resale,Strata,108,"20,259",-,Condominium,1,99 yrs lease commencing from 1997,03,Rest of Central Region,11 to 15
CAPE ROYALE,"5,540,000","2,529.54","2,190",May-25,COVE WAY,Resale,Strata,235,"23,574",-,Condominium,1,99 yrs lease commencing from 2008,04,Core Central Region,01 to 05
AVENUE SOUTH RESIDENCE,"1,070,000",527.44,"2,029",May-25,SILAT AVENUE,Resale,Strata,49,"21,837",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,16 to 20
EMERALD PARK,"1,530,000",925.7,"1,653",May-25,INDUS ROAD,Resale,Strata,86,"17,791",-,Condominium,1,99 yrs lease commencing from 1991,03,Rest of Central Region,06 to 10
REFLECTIONS AT KEPPEL BAY,"3,250,000","1,603.84","2,026",Apr-25,KEPPEL BAY VIEW,Resale,Strata,149,"21,812",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,01 to 05
STIRLING RESIDENCES,"1,463,800",635.08,"2,305",Apr-25,STIRLING ROAD,Resale,Strata,59,"24,810",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,06 to 10
PRINCIPAL GARDEN,"968,000",484.38,"1,998",Apr-25,PRINCE CHARLES CRESCENT,Resale,Strata,45,"21,511",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,16 to 20
STIRLING RESIDENCES,"1,610,000",688.9,"2,337",Apr-25,STIRLING ROAD,Resale,Strata,64,"25,156",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,01 to 05
THE INTERLACE,"2,230,000","1,259.39","1,771",Apr-25,DEPOT ROAD,Resale,Strata,117,"19,060",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,06 to 10
REFLECTIONS AT KEPPEL BAY,"2,500,000","1,689.95","1,479",Apr-25,KEPPEL BAY VIEW,Resale,Strata,157,"15,924",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,01 to 05
QUEENS PEAK,"2,350,000","1,001.05","2,348",Apr-25,DUNDEE ROAD,Resale,Strata,93,"25,269",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,31 to 35
ALESSANDREA,"2,250,000","1,248.62","1,802",Apr-25,ALEXANDRA ROAD,Resale,Strata,116,"19,397",-,Apartment,1,Freehold,03,Rest of Central Region,01 to 05
ONE PEARL BANK,"3,130,000","1,280.92","2,444",Apr-25,PEARL BANK,Sub Sale,Strata,119,"26,303",-,Apartment,1,99 yrs lease commencing from 2019,03,Rest of Central Region,01 to 05
STIRLING RESIDENCES,"1,438,000",635.08,"2,264",Apr-25,STIRLING ROAD,Resale,Strata,59,"24,373",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,11 to 15
MERAPRIME,"2,388,000","1,173.28","2,035",Apr-25,JALAN BUKIT HO SWEE,Resale,Strata,109,"21,908",-,Condominium,1,99 yrs lease commencing from 2003,03,Rest of Central Region,11 to 15
CARIBBEAN AT KEPPEL BAY,"2,320,000","1,280.92","1,811",Apr-25,KEPPEL BAY DRIVE,Resale,Strata,119,"19,496",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,01 to 05
AVENUE SOUTH RESIDENCE,"1,200,000",527.44,"2,275",Apr-25,SILAT AVENUE,Resale,Strata,49,"24,490",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,16 to 20
QUEENS,"2,190,000","1,194.8","1,833",Apr-25,STIRLING ROAD,Resale,Strata,111,"19,730",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,31 to 35
CARIBBEAN AT KEPPEL BAY,"2,418,888","1,205.57","2,006",Apr-25,KEPPEL BAY DRIVE,Resale,Strata,112,"21,597",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,06 to 10
ARTRA,"1,840,000",785.77,"2,342",Apr-25,ALEXANDRA VIEW,Resale,Strata,73,"25,205",-,Apartment,1,99 yrs lease commencing from 2016,03,Rest of Central Region,06 to 10
REFLECTIONS AT KEPPEL BAY,"2,000,000","1,151.75","1,736",Apr-25,KEPPEL BAY VIEW,Resale,Strata,107,"18,692",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,06 to 10
STIRLING RESIDENCES,"1,810,000",764.24,"2,368",Apr-25,STIRLING ROAD,Resale,Strata,71,"25,493",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,06 to 10
EMERALD PARK,"1,570,000",947.23,"1,657",Apr-25,INDUS ROAD,Resale,Strata,88,"17,841",-,Condominium,1,99 yrs lease commencing from 1991,03,Rest of Central Region,06 to 10
THE INTERLACE,"3,488,000","2,066.69","1,688",Apr-25,DEPOT ROAD,Resale,Strata,192,"18,167",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,11 to 15
REFLECTIONS AT KEPPEL BAY,"1,600,000",914.94,"1,749",Apr-25,KEPPEL BAY VIEW,Resale,Strata,85,"18,824",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,26 to 30
ARTRA,"1,854,000",785.77,"2,359",Apr-25,ALEXANDRA VIEW,Resale,Strata,73,"25,397",-,Apartment,1,99 yrs lease commencing from 2016,03,Rest of Central Region,16 to 20
STIRLING RESIDENCES,"1,068,000",505.91,"2,111",Apr-25,STIRLING ROAD,Resale,Strata,47,"22,723",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,01 to 05
STIRLING RESIDENCES,"1,738,000",678.13,"2,563",Apr-25,STIRLING ROAD,Resale,Strata,63,"27,587",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
THE REEF AT KING'S DOCK,"1,698,000",688.9,"2,465",Apr-25,HARBOURFRONT AVENUE,Sub Sale,Strata,64,"26,531",-,Condominium,1,99 yrs lease commencing from 2021,04,Rest of Central Region,06 to 10
CARIBBEAN AT KEPPEL BAY,"2,650,000","1,356.26","1,954",Apr-25,KEPPEL BAY DRIVE,Resale,Strata,126,"21,032",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,06 to 10
THE INTERLACE,"3,730,000","3,659.76","1,019",Apr-25,DEPOT ROAD,Resale,Strata,340,"10,971",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,16 to 20
ONE PEARL BANK,"2,000,000",807.3,"2,477",Apr-25,PEARL BANK,Sub Sale,Strata,75,"26,667",-,Apartment,1,99 yrs lease commencing from 2019,03,Rest of Central Region,06 to 10
STIRLING RESIDENCES,"1,110,000",505.91,"2,194",Apr-25,STIRLING ROAD,Resale,Strata,47,"23,617",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,01 to 05
HARBOURLIGHTS,"2,388,000","1,162.51","2,054",Apr-25,TELOK BLANGAH ROAD,Resale,Strata,108,"22,111",-,Apartment,1,Freehold,04,Rest of Central Region,01 to 05
CARIBBEAN AT KEPPEL BAY,"3,310,000","2,281.97","1,451",Apr-25,KEPPEL BAY DRIVE,Resale,Strata,212,"15,613",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,01 to 05
QUEENS PEAK,"1,138,000",495.14,"2,298",Apr-25,DUNDEE ROAD,Resale,Strata,46,"24,739",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,21 to 25
THE BERTH BY THE COVE,"2,700,000","2,098.98","1,286",Apr-25,OCEAN DRIVE,Resale,Strata,195,"13,846",-,Condominium,1,99 yrs lease commencing from 2004,04,Core Central Region,01 to 05
AVENUE SOUTH RESIDENCE,"1,650,000",688.9,"2,395",Apr-25,SILAT AVENUE,Resale,Strata,64,"25,781",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,41 to 45
MARGARET VILLE,"1,390,000",656.6,"2,117",Apr-25,MARGARET DRIVE,Resale,Strata,61,"22,787",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,16 to 20
ONE PEARL BANK,"1,199,888",527.44,"2,275",Apr-25,PEARL BANK,Sub Sale,Strata,49,"24,488",-,Apartment,1,99 yrs lease commencing from 2019,03,Rest of Central Region,01 to 05
STIRLING RESIDENCES,"2,648,100","1,054.87","2,510",Apr-25,STIRLING ROAD,Resale,Strata,98,"27,021",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,21 to 25
THE REEF AT KING'S DOCK,"1,990,000",753.48,"2,641",Apr-25,HARBOURFRONT AVENUE,Sub Sale,Strata,70,"28,429",-,Condominium,1,99 yrs lease commencing from 2021,04,Rest of Central Region,01 to 05
ASCENTIA SKY,"4,000,000","1,991.34","2,009",Apr-25,ALEXANDRA VIEW,Resale,Strata,185,"21,622",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,41 to 45
THE COAST AT SENTOSA COVE,"3,600,000","2,023.63","1,779",Apr-25,OCEAN DRIVE,Resale,Strata,188,"19,149",-,Condominium,1,99 yrs lease commencing from 2006,04,Core Central Region,06 to 10
ECHELON,"3,000,000","1,571.54","1,909",Apr-25,ALEXANDRA VIEW,Resale,Strata,146,"20,548",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,01 to 05
ALEX RESIDENCES,"1,510,000",678.13,"2,227",Apr-25,ALEXANDRA VIEW,Resale,Strata,63,"23,968",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,06 to 10
COMMONWEALTH TOWERS,"920,000",462.85,"1,988",Apr-25,COMMONWEALTH AVENUE,Resale,Strata,43,"21,395",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,06 to 10
REFLECTIONS AT KEPPEL BAY,"2,150,000","1,302.44","1,651",Apr-25,KEPPEL BAY VIEW,Resale,Strata,121,"17,769",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,01 to 05
THE COAST AT SENTOSA COVE,"3,187,200","2,023.63","1,575",Apr-25,OCEAN DRIVE,Resale,Strata,188,"16,953",-,Condominium,1,99 yrs lease commencing from 2006,04,Core Central Region,06 to 10
PRINCIPAL GARDEN,"968,000",484.38,"1,998",Apr-25,PRINCE CHARLES CRESCENT,Resale,Strata,45,"21,511",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,11 to 15
PRINCIPAL GARDEN,"1,793,500",796.54,"2,252",Apr-25,PRINCE CHARLES CRESCENT,Resale,Strata,74,"24,236",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,06 to 10
THE METROPOLITAN CONDOMINIUM,"1,978,000","1,065.64","1,856",Apr-25,ALEXANDRA VIEW,Resale,Strata,99,"19,980",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,16 to 20
THE ANCHORAGE,"3,418,000","1,829.88","1,868",Apr-25,ALEXANDRA ROAD,Resale,Strata,170,"20,106",-,Condominium,1,Freehold,03,Rest of Central Region,11 to 15
TANGLIN VIEW,"2,210,000","1,140.98","1,937",Apr-25,PRINCE CHARLES CRESCENT,Resale,Strata,106,"20,849",-,Condominium,1,99 yrs lease commencing from 1997,03,Rest of Central Region,11 to 15
THE INTERLACE,"1,800,000","1,065.64","1,689",Apr-25,DEPOT ROAD,Resale,Strata,99,"18,182",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,01 to 05
COMMONWEALTH TOWERS,"1,000,000",441.32,"2,266",Apr-25,COMMONWEALTH AVENUE,Resale,Strata,41,"24,390",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,36 to 40
ASCENTIA SKY,"1,850,000",958,"1,931",Apr-25,ALEXANDRA VIEW,Resale,Strata,89,"20,787",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,01 to 05
REFLECTIONS AT KEPPEL BAY,"1,928,000","1,119.46","1,722",Apr-25,KEPPEL BAY VIEW,Resale,Strata,104,"18,538",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,01 to 05
RIVER PLACE,"1,950,000","1,076.4","1,812",Apr-25,HAVELOCK ROAD,Resale,Strata,100,"19,500",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,06 to 10
HIGHLINE RESIDENCES,"1,690,000",699.66,"2,415",Apr-25,KIM TIAN ROAD,Resale,Strata,65,"26,000",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
AVENUE SOUTH RESIDENCE,"2,470,000","1,108.69","2,228",Apr-25,SILAT AVENUE,Resale,Strata,103,"23,981",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,11 to 15
CORALS AT KEPPEL BAY,"1,920,000",958,"2,004",Apr-25,KEPPEL BAY DRIVE,Resale,Strata,89,"21,573",-,Condominium,1,99 yrs lease commencing from 2007,04,Rest of Central Region,06 to 10
RIVIERE,"3,350,000","1,173.28","2,855",Apr-25,JIAK KIM STREET,Resale,Strata,109,"30,734",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,01 to 05
CARIBBEAN AT KEPPEL BAY,"2,600,000","1,377.79","1,887",Apr-25,KEPPEL BAY DRIVE,Resale,Strata,128,"20,313",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,01 to 05
QUEENS PEAK,"1,390,000",624.31,"2,226",Apr-25,DUNDEE ROAD,Resale,Strata,58,"23,966",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,21 to 25
HARBOURLIGHTS,"1,372,000",764.24,"1,795",Apr-25,TELOK BLANGAH ROAD,Resale,Strata,71,"19,324",-,Apartment,1,Freehold,04,Rest of Central Region,01 to 05
THE CREST,"2,538,000","1,313.21","1,933",Apr-25,PRINCE CHARLES CRESCENT,Resale,Strata,122,"20,803",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,11 to 15
MARGARET VILLE,"1,788,000",828.83,"2,157",Apr-25,MARGARET DRIVE,Resale,Strata,77,"23,221",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,06 to 10
STIRLING RESIDENCES,"1,705,000",688.9,"2,475",Apr-25,STIRLING ROAD,Resale,Strata,64,"26,641",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
THE REGENCY AT TIONG BAHRU,"2,220,000",958,"2,317",Apr-25,CHAY YAN STREET,Resale,Strata,89,"24,944",-,Condominium,1,Freehold,03,Rest of Central Region,01 to 05
HARBOURLIGHTS,"1,680,000",893.41,"1,880",Apr-25,TELOK BLANGAH ROAD,Resale,Strata,83,"20,241",-,Apartment,1,Freehold,04,Rest of Central Region,01 to 05
CAPE ROYALE,"5,656,000","2,508.01","2,255",Apr-25,COVE WAY,Resale,Strata,233,"24,275",-,Condominium,1,99 yrs lease commencing from 2008,04,Core Central Region,16 to 20
CAPE ROYALE,"5,649,700","2,508.01","2,253",Apr-25,COVE WAY,Resale,Strata,233,"24,248",-,Condominium,1,99 yrs lease commencing from 2008,04,Core Central Region,06 to 10
HIGHLINE RESIDENCES,"3,200,888","1,291.68","2,478",Apr-25,KIM TIAN ROAD,Resale,Strata,120,"26,674",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,31 to 35
QUEENS PEAK,"978,000",430.56,"2,271",Apr-25,DUNDEE ROAD,Resale,Strata,40,"24,450",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,06 to 10
RIVIERE,"2,330,000",818.06,"2,848",Apr-25,JIAK KIM STREET,Resale,Strata,76,"30,658",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,11 to 15
PRINCIPAL GARDEN,"1,740,000",785.77,"2,214",Apr-25,PRINCE CHARLES CRESCENT,Resale,Strata,73,"23,836",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,21 to 25
