Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
LENTOR MANSION,"2,671,000","1,227.1","2,177",May-25,LENTOR GARDENS,New Sale,Strata,114,"23,430",-,Apartment,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
HILLOCK GREEN,"1,771,000",710.42,"2,493",May-25,LENTOR CENTRAL,New Sale,Strata,66,"26,833",-,Apartment,1,99 years leasehold,26,Outside Central Region,21 to 25
HILLOCK GREEN,"2,175,000",947.23,"2,296",May-25,LENTOR CENTRAL,New Sale,Strata,88,"24,716",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,16 to 20
LENTORIA,"2,142,000",936.47,"2,287",May-25,LENTOR HILLS ROAD,New Sale,Strata,87,"24,621",-,Condominium,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
THE CALROSE,"2,650,000","1,388.56","1,908",May-25,YIO CHU KANG ROAD,Resale,Strata,129,"20,543",-,Condominium,1,Freehold,26,Outside Central Region,01 to 05
HILLOCK GREEN,"2,338,000","1,130.22","2,069",May-25,LENTOR CENTRAL,New Sale,Strata,105,"22,267",-,Apartment,1,99 years leasehold,26,Outside Central Region,21 to 25
HILLOCK GREEN,"2,536,000","1,065.64","2,380",May-25,LENTOR CENTRAL,New Sale,Strata,99,"25,616",-,Apartment,1,99 years leasehold,26,Outside Central Region,21 to 25
LENTOR MANSION,"2,688,000","1,227.1","2,191",May-25,LENTOR GARDENS,New Sale,Strata,114,"23,579",-,Apartment,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
HILLOCK GREEN,"2,513,000","1,065.64","2,358",May-25,LENTOR CENTRAL,New Sale,Strata,99,"25,384",-,Apartment,1,99 years leasehold,26,Outside Central Region,16 to 20
HILLOCK GREEN,"2,397,000","1,065.64","2,249",May-25,LENTOR CENTRAL,New Sale,Strata,99,"24,212",-,Apartment,1,99 years leasehold,26,Outside Central Region,11 to 15
WOODGROVE CONDOMINIUM,"1,240,000","1,237.86","1,002",May-25,WOODGROVE DRIVE,Resale,Strata,115,"10,783",-,Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,01 to 05
WOODGROVE CONDOMINIUM,"1,630,000","1,614.6","1,010",May-25,WOODGROVE DRIVE,Resale,Strata,150,"10,867",-,Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,01 to 05
HILLOCK GREEN,"2,501,000","1,065.64","2,347",May-25,LENTOR CENTRAL,New Sale,Strata,99,"25,263",-,Apartment,1,99 years leasehold,26,Outside Central Region,16 to 20
WOODHAVEN,"1,520,000","1,119.46","1,358",May-25,WOODGROVE AVENUE,Resale,Strata,104,"14,615",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
HILLOCK GREEN,"1,749,000",785.77,"2,226",May-25,LENTOR CENTRAL,New Sale,Strata,73,"23,959",-,Apartment,1,99 years leasehold,26,Outside Central Region,16 to 20
CASTLE GREEN,"1,920,888","1,593.07","1,206",May-25,YIO CHU KANG ROAD,Resale,Strata,148,"12,979",-,Condominium,1,99 yrs lease commencing from 1993,26,Outside Central Region,01 to 05
LENTOR MANSION,"2,685,000","1,227.1","2,188",May-25,LENTOR GARDENS,New Sale,Strata,114,"23,553",-,Apartment,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"2,574,000","1,184.04","2,174",May-25,LENTOR CENTRAL,New Sale,Strata,110,"23,400",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"2,250,000","1,076.4","2,090",May-25,LENTOR CENTRAL,New Sale,Strata,100,"22,500",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
HILLOCK GREEN,"2,705,000","1,184.04","2,285",May-25,LENTOR CENTRAL,New Sale,Strata,110,"24,591",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,16 to 20
HILLOCK GREEN,"2,071,000",904.18,"2,290",May-25,LENTOR CENTRAL,New Sale,Strata,84,"24,655",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,21 to 25
HILLOCK GREEN,"3,171,000","1,571.54","2,018",May-25,LENTOR CENTRAL,New Sale,Strata,146,"21,719",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
HILLOCK GREEN,"2,173,000","1,130.22","1,923",May-25,LENTOR CENTRAL,New Sale,Strata,105,"20,695",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR MANSION,"2,792,000","1,227.1","2,275",May-25,LENTOR GARDENS,New Sale,Strata,114,"24,491",-,Apartment,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"3,062,000","1,399.32","2,188",May-25,LENTOR CENTRAL,New Sale,Strata,130,"23,554",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
PARC ROSEWOOD,"630,000",430.56,"1,463",May-25,ROSEWOOD DRIVE,Resale,Strata,40,"15,750",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
CASABLANCA,"1,320,000","1,194.8","1,105",May-25,ROSEWOOD DRIVE,Resale,Strata,111,"11,892",-,Condominium,1,99 yrs lease commencing from 2001,25,Outside Central Region,01 to 05
THE ESSENCE,"1,180,000",699.66,"1,687",May-25,CHONG KUO ROAD,Sub Sale,Strata,65,"18,154",-,Apartment,1,99 yrs lease commencing from 2018,26,Outside Central Region,01 to 05
NORWOOD GRAND,"2,707,000","1,313.21","2,061",May-25,CHAMPIONS WAY,New Sale,Strata,122,"22,189",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,01 to 05
ROSEWOOD SUITES,"1,400,000","1,270.15","1,102",May-25,ROSEWOOD DRIVE,Resale,Strata,118,"11,864",-,Condominium,1,99 yrs lease commencing from 2008,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"650,000",430.56,"1,510",May-25,ROSEWOOD DRIVE,Resale,Strata,40,"16,250",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"1,883,000",796.54,"2,364",May-25,LENTOR CENTRAL,New Sale,Strata,74,"25,446",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,21 to 25
LENTOR CENTRAL RESIDENCES,"2,132,000",914.94,"2,330",May-25,LENTOR CENTRAL,New Sale,Strata,85,"25,082",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,21 to 25
HILLOCK GREEN,"2,768,000","1,323.97","2,091",May-25,LENTOR CENTRAL,New Sale,Strata,123,"22,504",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTORIA,"1,329,000",538.2,"2,469",May-25,LENTOR HILLS ROAD,New Sale,Strata,50,"26,580",-,Condominium,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTORIA,"2,300,000",936.47,"2,456",May-25,LENTOR HILLS ROAD,New Sale,Strata,87,"26,437",-,Condominium,1,99 yrs lease commencing from 2022,26,Outside Central Region,16 to 20
LENTOR MANSION,"3,245,000","1,506.96","2,153",May-25,LENTOR GARDENS,New Sale,Strata,140,"23,179",-,Apartment,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTORIA,"1,689,000",699.66,"2,414",Apr-25,LENTOR HILLS ROAD,New Sale,Strata,65,"25,985",-,Condominium,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
WOODHAVEN,"938,000",699.66,"1,341",Apr-25,WOODGROVE AVENUE,Resale,Strata,65,"14,431",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
HILLOCK GREEN,"2,263,000","1,087.16","2,082",Apr-25,LENTOR CENTRAL,New Sale,Strata,101,"22,406",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,21 to 25
LENTOR MANSION,"2,278,000","1,022.58","2,228",Apr-25,LENTOR GARDENS,New Sale,Strata,95,"23,979",-,Apartment,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
ROSEWOOD SUITES,"1,488,000","1,550.02",960,Apr-25,ROSEWOOD DRIVE,Resale,Strata,144,"10,333",-,Condominium,1,99 yrs lease commencing from 2008,25,Outside Central Region,01 to 05
CASTLE GREEN,"1,580,000","1,151.75","1,372",Apr-25,YIO CHU KANG ROAD,Resale,Strata,107,"14,766",-,Condominium,1,99 yrs lease commencing from 1993,26,Outside Central Region,01 to 05
PARC ROSEWOOD,"668,000",505.91,"1,320",Apr-25,ROSEWOOD DRIVE,Resale,Strata,47,"14,213",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"1,693,000",678.13,"2,497",Apr-25,LENTOR CENTRAL,New Sale,Strata,63,"26,873",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,26 to 30
ROSEWOOD,"1,085,000","1,011.82","1,072",Apr-25,ROSEWOOD DRIVE,Resale,Strata,94,"11,543",-,Condominium,1,99 yrs lease commencing from 2000,25,Outside Central Region,11 to 15
LENTORIA,"2,740,000","1,205.57","2,273",Apr-25,LENTOR HILLS ROAD,New Sale,Strata,112,"24,464",-,Condominium,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR MANSION,"2,278,000","1,022.58","2,228",Apr-25,LENTOR GARDENS,New Sale,Strata,95,"23,979",-,Apartment,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"2,581,000","1,184.04","2,180",Apr-25,LENTOR CENTRAL,New Sale,Strata,110,"23,464",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
HILLOCK GREEN,"2,926,000","1,323.97","2,210",Apr-25,LENTOR CENTRAL,New Sale,Strata,123,"23,789",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,16 to 20
LENTORIA,"2,838,000","1,345.5","2,109",Apr-25,LENTOR HILLS ROAD,New Sale,Strata,125,"22,704",-,Condominium,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"1,877,000",785.77,"2,389",Apr-25,LENTOR CENTRAL,New Sale,Strata,73,"25,712",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,26 to 30
FOREST HILLS CONDOMINIUM,"1,350,000","1,367.03",988,Apr-25,TRANSIT ROAD,Resale,Strata,127,"10,630",-,Condominium,1,99 yrs lease commencing from 2000,26,Outside Central Region,01 to 05
CASABLANCA,"1,288,000","1,184.04","1,088",Apr-25,ROSEWOOD DRIVE,Resale,Strata,110,"11,709",-,Condominium,1,99 yrs lease commencing from 2001,25,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"1,899,000",796.54,"2,384",Apr-25,LENTOR CENTRAL,New Sale,Strata,74,"25,662",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,26 to 30
LENTOR MANSION,"2,652,000","1,227.1","2,161",Apr-25,LENTOR GARDENS,New Sale,Strata,114,"23,263",-,Apartment,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
PARC ROSEWOOD,"1,585,000","1,765.3",898,Apr-25,ROSEWOOD DRIVE,Resale,Strata,164,"9,665",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"1,912,000",785.77,"2,433",Apr-25,LENTOR CENTRAL,New Sale,Strata,73,"26,192",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,26 to 30
LENTOR HILLS RESIDENCES,"2,733,000","1,302.44","2,098",Apr-25,LENTOR HILLS ROAD,New Sale,Strata,121,"22,587",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"2,535,000","1,184.04","2,141",Apr-25,LENTOR CENTRAL,New Sale,Strata,110,"23,045",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
HILLOCK GREEN,"3,088,000","1,345.5","2,295",Apr-25,LENTOR CENTRAL,New Sale,Strata,125,"24,704",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,21 to 25
SEASONS PARK,"1,750,000","1,291.68","1,355",Apr-25,YIO CHU KANG ROAD,Resale,Strata,120,"14,583",-,Condominium,1,99 yrs lease commencing from 1995,26,Outside Central Region,06 to 10
PARC ROSEWOOD,"810,000",602.78,"1,344",Apr-25,ROSEWOOD DRIVE,Resale,Strata,56,"14,464",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
LENTOR MANSION,"2,705,000","1,227.1","2,204",Apr-25,LENTOR GARDENS,New Sale,Strata,114,"23,728",-,Apartment,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
CASABLANCA,"1,010,000",893.41,"1,130",Apr-25,ROSEWOOD DRIVE,Resale,Strata,83,"12,169",-,Condominium,1,99 yrs lease commencing from 2001,25,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"3,194,000","1,399.32","2,283",Apr-25,LENTOR CENTRAL,New Sale,Strata,130,"24,569",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,21 to 25
LENTORIA,"2,873,000","1,345.5","2,135",Apr-25,LENTOR HILLS ROAD,New Sale,Strata,125,"22,984",-,Condominium,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTORIA,"2,903,000","1,345.5","2,158",Apr-25,LENTOR HILLS ROAD,New Sale,Strata,125,"23,224",-,Condominium,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
THOMSON GROVE,"2,460,000","1,485.43","1,656",Apr-25,YIO CHU KANG ROAD,Resale,Strata,138,"17,826",-,Condominium,1,Freehold,26,Outside Central Region,01 to 05
HILLOCK GREEN,"2,305,000","1,033.34","2,231",Apr-25,LENTOR CENTRAL,New Sale,Strata,96,"24,010",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
SEASONS PARK,"1,830,000","1,291.68","1,417",Apr-25,YIO CHU KANG ROAD,Resale,Strata,120,"15,250",-,Condominium,1,99 yrs lease commencing from 1995,26,Outside Central Region,01 to 05
PARC ROSEWOOD,"668,888",430.56,"1,554",Apr-25,ROSEWOOD DRIVE,Resale,Strata,40,"16,722",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"700,000",505.91,"1,384",Apr-25,ROSEWOOD DRIVE,Resale,Strata,47,"14,894",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
ROOTS @ TRANSIT,"770,000",516.67,"1,490",Apr-25,TRANSIT ROAD,Resale,Strata,48,"16,042",-,Apartment,1,99 yrs lease commencing from 2014,26,Outside Central Region,01 to 05
MEADOWS @ PEIRCE,"2,015,000","1,194.8","1,686",Apr-25,UPPER THOMSON ROAD,Resale,Strata,111,"18,153",-,Condominium,1,Freehold,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"3,152,000","1,399.32","2,253",Apr-25,LENTOR CENTRAL,New Sale,Strata,130,"24,246",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,26 to 30
LENTOR MANSION,"2,642,000","1,227.1","2,153",Apr-25,LENTOR GARDENS,New Sale,Strata,114,"23,175",-,Apartment,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
SEASONS PARK,"1,330,000","1,065.64","1,248",Apr-25,YIO CHU KANG ROAD,Resale,Strata,99,"13,434",-,Condominium,1,99 yrs lease commencing from 1995,26,Outside Central Region,01 to 05
PARC ROSEWOOD,"840,000",602.78,"1,394",Apr-25,ROSEWOOD DRIVE,Resale,Strata,56,"15,000",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
ROSEWOOD SUITES,"870,000",925.7,940,Apr-25,ROSEWOOD DRIVE,Resale,Strata,86,"10,116",-,Condominium,1,99 yrs lease commencing from 2008,25,Outside Central Region,01 to 05
LENTORIA,"2,260,000",914.94,"2,470",Apr-25,LENTOR HILLS ROAD,New Sale,Strata,85,"26,588",-,Condominium,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTORIA,"2,220,000",936.47,"2,371",Apr-25,LENTOR HILLS ROAD,New Sale,Strata,87,"25,517",-,Condominium,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR MANSION,"3,243,000","1,506.96","2,152",Apr-25,LENTOR GARDENS,New Sale,Strata,140,"23,164",-,Apartment,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"2,102,000",914.94,"2,297",Apr-25,LENTOR CENTRAL,New Sale,Strata,85,"24,729",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
LENTOR MANSION,"3,294,000","1,506.96","2,186",Apr-25,LENTOR GARDENS,New Sale,Strata,140,"23,529",-,Apartment,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR MANSION,"2,733,000","1,227.1","2,227",Apr-25,LENTOR GARDENS,New Sale,Strata,114,"23,974",-,Apartment,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"1,910,000",785.77,"2,431",Apr-25,LENTOR CENTRAL,New Sale,Strata,73,"26,164",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,26 to 30
PARC ROSEWOOD,"870,000",807.3,"1,078",Apr-25,ROSEWOOD DRIVE,Resale,Strata,75,"11,600",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"1,877,000",785.77,"2,389",Apr-25,LENTOR CENTRAL,New Sale,Strata,73,"25,712",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,26 to 30
HILLOCK GREEN,"2,819,000","1,345.5","2,095",Apr-25,LENTOR CENTRAL,New Sale,Strata,125,"22,552",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
HILLOCK GREEN,"2,059,000",947.23,"2,174",Apr-25,LENTOR CENTRAL,New Sale,Strata,88,"23,398",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR MANSION,"2,780,000","1,227.1","2,266",Apr-25,LENTOR GARDENS,New Sale,Strata,114,"24,386",-,Apartment,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
THOMSON GROVE,"2,470,000","1,485.43","1,663",Apr-25,YIO CHU KANG ROAD,Resale,Strata,138,"17,899",-,Condominium,1,Freehold,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"3,230,000","1,399.32","2,308",Mar-25,LENTOR CENTRAL,New Sale,Strata,130,"24,846",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,26 to 30
LENTORIA,"2,853,000","1,345.5","2,120",Mar-25,LENTOR HILLS ROAD,New Sale,Strata,125,"22,824",-,Condominium,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR MANSION,"3,340,000","1,506.96","2,216",Mar-25,LENTOR GARDENS,New Sale,Strata,140,"23,857",-,Apartment,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
CASTLE GREEN,"1,230,000",947.23,"1,299",Mar-25,YIO CHU KANG ROAD,Resale,Strata,88,"13,977",-,Condominium,1,99 yrs lease commencing from 1993,26,Outside Central Region,01 to 05
HILLOCK GREEN,"2,490,000","1,065.64","2,337",Mar-25,LENTOR CENTRAL,New Sale,Strata,99,"25,152",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,16 to 20
WOODHAVEN,"1,086,000",850.36,"1,277",Mar-25,WOODGROVE AVENUE,Resale,Strata,79,"13,747",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"690,000",430.56,"1,603",Mar-25,ROSEWOOD DRIVE,Resale,Strata,40,"17,250",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
MEADOWS @ PEIRCE,"2,690,000","1,517.72","1,772",Mar-25,UPPER THOMSON ROAD,Resale,Strata,141,"19,078",-,Condominium,1,Freehold,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"1,863,000",785.77,"2,371",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"25,521",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,21 to 25
LENTOR CENTRAL RESIDENCES,"1,869,000",785.77,"2,379",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"25,603",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,26 to 30
LENTOR CENTRAL RESIDENCES,"1,197,000",462.85,"2,586",Mar-25,LENTOR CENTRAL,New Sale,Strata,43,"27,837",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,26 to 30
ROSEWOOD,"1,270,000","1,173.28","1,082",Mar-25,ROSEWOOD DRIVE,Resale,Strata,109,"11,651",-,Condominium,1,99 yrs lease commencing from 2000,25,Outside Central Region,06 to 10
HILLOCK GREEN,"1,691,000",775.01,"2,182",Mar-25,LENTOR CENTRAL,New Sale,Strata,72,"23,486",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,21 to 25
LENTORIA,"2,798,000","1,345.5","2,080",Mar-25,LENTOR HILLS ROAD,New Sale,Strata,125,"22,384",-,Condominium,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
HILLOCK GREEN,"2,763,000","1,323.97","2,087",Mar-25,LENTOR CENTRAL,New Sale,Strata,123,"22,463",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
HILLOCK GREEN,"2,494,000","1,184.04","2,106",Mar-25,LENTOR CENTRAL,New Sale,Strata,110,"22,673",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"1,915,000",796.54,"2,404",Mar-25,LENTOR CENTRAL,New Sale,Strata,74,"25,878",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,26 to 30
LENTOR MANSION,"2,717,000","1,227.1","2,214",Mar-25,LENTOR GARDENS,New Sale,Strata,114,"23,833",-,Apartment,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR MANSION,"2,664,000","1,227.1","2,171",Mar-25,LENTOR GARDENS,New Sale,Strata,114,"23,368",-,Apartment,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"2,809,000","1,184.04","2,372",Mar-25,LENTOR CENTRAL,New Sale,Strata,110,"25,536",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,26 to 30
HILLOCK GREEN,"2,288,000","1,065.64","2,147",Mar-25,LENTOR CENTRAL,New Sale,Strata,99,"23,111",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
HILLOCK GREEN,"3,073,000","1,345.5","2,284",Mar-25,LENTOR CENTRAL,New Sale,Strata,125,"24,584",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,16 to 20
HILLOCK GREEN,"3,073,000","1,345.5","2,284",Mar-25,LENTOR CENTRAL,New Sale,Strata,125,"24,584",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,16 to 20
HILLOCK GREEN,"1,592,000",624.31,"2,550",Mar-25,LENTOR CENTRAL,New Sale,Strata,58,"27,448",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,21 to 25
LENTOR CENTRAL RESIDENCES,"2,822,000","1,184.04","2,383",Mar-25,LENTOR CENTRAL,New Sale,Strata,110,"25,655",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,26 to 30
LENTOR CENTRAL RESIDENCES,"1,910,000",785.77,"2,431",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"26,164",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,26 to 30
HILLOCK GREEN,"2,857,000","1,323.97","2,158",Mar-25,LENTOR CENTRAL,New Sale,Strata,123,"23,228",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"1,179,000",462.85,"2,547",Mar-25,LENTOR CENTRAL,New Sale,Strata,43,"27,419",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,26 to 30
LENTOR HILLS RESIDENCES,"1,399,000",581.26,"2,407",Mar-25,LENTOR HILLS ROAD,New Sale,Strata,54,"25,907",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,16 to 20
HILLOCK GREEN,"2,613,000","1,313.21","1,990",Mar-25,LENTOR CENTRAL,New Sale,Strata,122,"21,418",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
HILLOCK GREEN,"1,742,000",882.65,"1,974",Mar-25,LENTOR CENTRAL,New Sale,Strata,82,"21,244",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
