Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
EIGHT RIVERSUITES,"825,000",441.32,"1,869",May-25,WHAMPOA EAST,Resale,Strata,41,"20,122",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,11 to 15
RESIDENCES @ EVELYN,"3,818,000","1,528.49","2,498",May-25,EVELYN ROAD,Resale,Strata,142,"26,887",-,Condominium,1,Freehold,11,Core Central Region,21 to 25
THE ORIE,"2,951,000","1,130.22","2,611",May-25,LORONG 1 TOA PAYOH,New Sale,Strata,105,"28,105",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"1,784,000",592.02,"3,013",May-25,LORONG 1 TOA PAYOH,New Sale,Strata,55,"32,436",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,36 to 40
SUNVILLE,"2,290,000","1,614.6","1,418",May-25,ST. MICHAEL'S ROAD,Resale,Strata,150,"15,267",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
26 NEWTON,"1,250,000",559.73,"2,233",May-25,NEWTON ROAD,Resale,Strata,52,"24,038",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
RESIDENCES @ EVELYN,"2,600,000","1,108.69","2,345",May-25,EVELYN ROAD,Resale,Strata,103,"25,243",-,Condominium,1,Freehold,11,Core Central Region,16 to 20
THE ORIE,"1,754,000",592.02,"2,963",May-25,LORONG 1 TOA PAYOH,New Sale,Strata,55,"31,891",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,26 to 30
VISTA RESIDENCES,"2,400,000","1,194.8","2,009",May-25,JALAN DATOH,Resale,Strata,111,"21,622",-,Condominium,1,Freehold,12,Rest of Central Region,06 to 10
SOLEIL @ SINARAN,"1,828,000",958,"1,908",May-25,SINARAN DRIVE,Resale,Strata,89,"20,539",-,Condominium,1,99 yrs lease commencing from 2006,11,Core Central Region,06 to 10
AVA TOWERS,"1,860,000","1,173.28","1,585",May-25,AVA ROAD,Resale,Strata,109,"17,064",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
RESIDENTIAL APARTMENTS,"1,400,000","1,622.13",863,May-25,BALESTIER ROAD,Resale,Strata,150.7,"9,290",-,Apartment,1,9999 yrs lease commencing from 1961,12,Rest of Central Region,01 to 05
GEM RESIDENCES,"905,000",484.38,"1,868",May-25,LORONG 5 TOA PAYOH,Resale,Strata,45,"20,111",-,Condominium,1,99 yrs lease commencing from 2015,12,Rest of Central Region,11 to 15
SKYSUITES17,"730,888",355.21,"2,058",May-25,JALAN RAJAH,Resale,Strata,33,"22,148",-,Apartment,1,Freehold,12,Rest of Central Region,26 to 30
EIGHT RIVERSUITES,"840,000",441.32,"1,903",May-25,WHAMPOA EAST,Resale,Strata,41,"20,488",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,11 to 15
THE ORIE,"3,818,000","1,453.14","2,627",May-25,LORONG 1 TOA PAYOH,New Sale,Strata,135,"28,281",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,21 to 25
THE ORIE,"3,480,000","1,453.14","2,395",May-25,LORONG 1 TOA PAYOH,New Sale,Strata,135,"25,778",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,01 to 05
THE ORIE,"3,746,000","1,453.14","2,578",May-25,LORONG 1 TOA PAYOH,New Sale,Strata,135,"27,748",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
GEM RESIDENCES,"1,750,000",979.52,"1,787",May-25,LORONG 5 TOA PAYOH,Resale,Strata,91,"19,231",-,Condominium,1,99 yrs lease commencing from 2015,12,Rest of Central Region,06 to 10
L'VIV,"2,200,000","1,001.05","2,198",May-25,NEWTON ROAD,Resale,Strata,93,"23,656",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
THE GLYNDEBOURNE,"3,500,000","1,474.67","2,373",May-25,TREVOSE CRESCENT,Resale,Strata,137,"25,547",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
HILLCREST ARCADIA,"3,370,000","2,744.82","1,228",May-25,ARCADIA ROAD,Resale,Strata,255,"13,216",-,Condominium,1,99 yrs lease commencing from 1975,11,Core Central Region,01 to 05
RIVIERA 38,"1,380,000",882.65,"1,563",May-25,MAR THOMA ROAD,Resale,Strata,82,"16,829",-,Apartment,1,999 yrs lease commencing from 1882,12,Rest of Central Region,11 to 15
AMARYLLIS VILLE,"1,950,000",958,"2,035",May-25,NEWTON ROAD,Resale,Strata,89,"21,910",-,Condominium,1,99 yrs lease commencing from 1997,11,Core Central Region,16 to 20
EIGHT RIVERSUITES,"1,920,000",979.52,"1,960",May-25,WHAMPOA EAST,Resale,Strata,91,"21,099",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,21 to 25
THE GLYNDEBOURNE,"7,438,000","3,541.36","2,100",May-25,TREVOSE CRESCENT,Resale,Strata,329,"22,608",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
THE ORIE,"3,827,000","1,453.14","2,634",May-25,LORONG 1 TOA PAYOH,New Sale,Strata,135,"28,348",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,21 to 25
VIVA,"5,180,000","1,991.34","2,601",May-25,SUFFOLK WALK,Resale,Strata,185,"28,000",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
NEWTON SUITES,"3,040,000","1,237.86","2,456",May-25,NEWTON ROAD,Resale,Strata,115,"26,435",-,Apartment,1,Freehold,11,Core Central Region,21 to 25
WATTEN HOUSE,"5,011,000","1,539.25","3,255",May-25,SHELFORD ROAD,New Sale,Strata,143,"35,042",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
PULLMAN RESIDENCES NEWTON,"2,000,000",667.37,"2,997",May-25,DUNEARN ROAD,Sub Sale,Strata,62,"32,258",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
EIGHT RIVERSUITES,"1,738,888",936.47,"1,857",May-25,WHAMPOA EAST,Resale,Strata,87,"19,987",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,21 to 25
EIGHT RIVERSUITES,"865,000",441.32,"1,960",May-25,WHAMPOA EAST,Resale,Strata,41,"21,098",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,21 to 25
THE ANSLEY,"1,900,000","1,011.82","1,878",May-25,MANDALAY ROAD,Resale,Strata,94,"20,213",-,Condominium,1,Freehold,11,Core Central Region,06 to 10
WATTEN HOUSE,"5,011,000","1,539.25","3,255",May-25,SHELFORD ROAD,New Sale,Strata,143,"35,042",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
WATTEN HOUSE,"5,006,000","1,539.25","3,252",May-25,SHELFORD ROAD,New Sale,Strata,143,"35,007",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
VIVA,"5,020,000","1,959.05","2,562",May-25,SUFFOLK WALK,Resale,Strata,182,"27,582",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
THE ORIE,"3,518,000","1,453.14","2,421",May-25,LORONG 1 TOA PAYOH,New Sale,Strata,135,"26,059",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,01 to 05
AVA TOWERS,"1,950,000","1,280.92","1,522",Apr-25,AVA ROAD,Resale,Strata,119,"16,387",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
SKY@ELEVEN,"5,230,000","2,271.2","2,303",Apr-25,THOMSON LANE,Resale,Strata,211,"24,787",-,Condominium,1,Freehold,11,Core Central Region,36 to 40
GEM RESIDENCES,"2,150,000","1,054.87","2,038",Apr-25,LORONG 5 TOA PAYOH,Resale,Strata,98,"21,939",-,Condominium,1,99 yrs lease commencing from 2015,12,Rest of Central Region,21 to 25
THOMSON 800,"3,080,000","1,625.36","1,895",Apr-25,THOMSON ROAD,Resale,Strata,151,"20,397",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
VERTICUS,"1,798,000",753.48,"2,386",Apr-25,JALAN KEMAMAN,Resale,Strata,70,"25,686",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
GEM RESIDENCES,"2,688,000","1,313.21","2,047",Apr-25,LORONG 5 TOA PAYOH,Resale,Strata,122,"22,033",-,Condominium,1,99 yrs lease commencing from 2015,12,Rest of Central Region,01 to 05
SANCTUARY@NEWTON,"2,910,000","1,054.87","2,759",Apr-25,SURREY ROAD,New Sale,Strata,98,"29,694",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
WATTEN HOUSE,"4,990,000","1,539.25","3,242",Apr-25,SHELFORD ROAD,New Sale,Strata,143,"34,895",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
PRESTIGE HEIGHTS,"680,000",376.74,"1,805",Apr-25,BALESTIER ROAD,Resale,Strata,35,"19,429",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
PARK INFINIA AT WEE NAM,"3,760,000","1,689.95","2,225",Apr-25,LINCOLN ROAD,Resale,Strata,157,"23,949",-,Condominium,1,Freehold,11,Core Central Region,11 to 15
THE ARCADY AT BOON KENG,"2,446,000",968.76,"2,525",Apr-25,SAINT BARNABAS LANE,New Sale,Strata,90,"27,178",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
SOLEIL @ SINARAN,"2,640,000","1,097.93","2,405",Apr-25,SINARAN DRIVE,Resale,Strata,102,"25,882",-,Condominium,1,99 yrs lease commencing from 2006,11,Core Central Region,31 to 35
ST FRANCIS COURT,"1,230,000","1,227.1","1,002",Apr-25,ST. FRANCIS ROAD,Resale,Strata,114,"10,789",-,Apartment,1,99 yrs lease commencing from 1992,12,Rest of Central Region,01 to 05
TRILIGHT,"2,670,000","1,087.16","2,456",Apr-25,NEWTON ROAD,Resale,Strata,101,"26,436",-,Condominium,1,Freehold,11,Core Central Region,16 to 20
6 DERBYSHIRE,"2,240,000","1,011.82","2,214",Apr-25,DERBYSHIRE ROAD,Resale,Strata,94,"23,830",-,Condominium,1,Freehold,11,Core Central Region,06 to 10
THE INTERWEAVE,"743,888",409.03,"1,819",Apr-25,KIM KEAT ROAD,Resale,Strata,38,"19,576",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
SOLEIL @ SINARAN,"3,700,000","1,722.24","2,148",Apr-25,SINARAN DRIVE,Resale,Strata,160,"23,125",-,Condominium,1,99 yrs lease commencing from 2006,11,Core Central Region,06 to 10
MINBU VILLA,"3,100,000","2,518.78","1,231",Apr-25,MINBU ROAD,Resale,Strata,234,"13,248",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
THE MARQUE @ IRRAWADDY,"2,650,000","1,700.71","1,558",Apr-25,SHAN ROAD,Resale,Strata,158,"16,772",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
REGAL COURT,"1,270,000",914.94,"1,388",Apr-25,KIM KEAT ROAD,Resale,Strata,85,"14,941",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
CUBE 8,"2,880,000","1,474.67","1,953",Apr-25,THOMSON ROAD,Resale,Strata,137,"21,022",-,Condominium,1,Freehold,11,Core Central Region,21 to 25
THE AXIS,"1,438,000",818.06,"1,758",Apr-25,MANDALAY ROAD,Resale,Strata,76,"18,921",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
BEACON HEIGHTS,"1,396,000",893.41,"1,563",Apr-25,MAR THOMA ROAD,Resale,Strata,83,"16,819",-,Condominium,1,999 yrs lease commencing from 1882,12,Rest of Central Region,11 to 15
THE ORIE,"3,758,000","1,453.14","2,586",Apr-25,LORONG 1 TOA PAYOH,New Sale,Strata,135,"27,837",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"3,573,000","1,367.03","2,614",Apr-25,LORONG 1 TOA PAYOH,New Sale,Strata,127,"28,134",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,21 to 25
RAJAH TOWERS,"3,180,000","2,206.62","1,441",Apr-25,JALAN RAJAH,Resale,Strata,205,"15,512",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
JUI RESIDENCES,"1,758,888",882.65,"1,993",Apr-25,SERANGOON ROAD,Resale,Strata,82,"21,450",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
THE ORIE,"3,462,000","1,216.33","2,846",Apr-25,LORONG 1 TOA PAYOH,New Sale,Strata,113,"30,637",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,36 to 40
TREVISTA,"1,695,000",861.12,"1,968",Apr-25,LORONG 3 TOA PAYOH,Resale,Strata,80,"21,188",-,Condominium,1,99 yrs lease commencing from 2008,12,Rest of Central Region,26 to 30
368 THOMSON,"1,765,000",871.88,"2,024",Apr-25,THOMSON ROAD,Resale,Strata,81,"21,790",-,Condominium,1,Freehold,11,Core Central Region,21 to 25
D'EVELYN,"2,668,000","1,280.92","2,083",Apr-25,EVELYN ROAD,Resale,Strata,119,"22,420",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
REGENT RESIDENCES,"1,330,000",807.3,"1,647",Apr-25,SERANGOON ROAD,Resale,Strata,75,"17,733",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
TREVISTA,"2,379,000","1,108.69","2,146",Apr-25,LORONG 3 TOA PAYOH,Resale,Strata,103,"23,097",-,Condominium,1,99 yrs lease commencing from 2008,12,Rest of Central Region,31 to 35
CASA FORTUNA,"1,450,000",925.7,"1,566",Apr-25,AH HOOD ROAD,Resale,Strata,86,"16,860",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
TREVISTA,"3,180,000","1,560.78","2,037",Apr-25,LORONG 3 TOA PAYOH,Resale,Strata,145,"21,931",-,Condominium,1,99 yrs lease commencing from 2008,12,Rest of Central Region,21 to 25
TREVISTA,"2,310,888","1,140.98","2,025",Apr-25,LORONG 3 TOA PAYOH,Resale,Strata,106,"21,801",-,Condominium,1,99 yrs lease commencing from 2008,12,Rest of Central Region,16 to 20
HILLCREST PARK,"2,000,000","1,151.75","1,736",Apr-25,HILLCREST ROAD,Resale,Strata,107,"18,692",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
SUITES @ NEWTON,"1,420,000",764.24,"1,858",Apr-25,SURREY ROAD,Resale,Strata,71,"20,000",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
TEN @ SUFFOLK,"2,000,000","1,119.46","1,787",Apr-25,SUFFOLK ROAD,Resale,Strata,104,"19,231",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
THE ARCADY AT BOON KENG,"3,307,000","1,280.92","2,582",Apr-25,SAINT BARNABAS LANE,New Sale,Strata,119,"27,790",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
THE MEZZO,"1,500,000",839.59,"1,787",Apr-25,BALESTIER ROAD,Resale,Strata,78,"19,231",-,Apartment,1,Freehold,12,Rest of Central Region,21 to 25
MONVILLE MANSIONS,"1,830,000","1,614.6","1,133",Apr-25,BALESTIER ROAD,Resale,Strata,150,"12,200",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
MANDALE HEIGHTS,"2,560,000","1,345.5","1,903",Apr-25,MANDALAY ROAD,Resale,Strata,125,"20,480",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
EIGHT RIVERSUITES,"855,000",441.32,"1,937",Apr-25,WHAMPOA EAST,Resale,Strata,41,"20,854",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,21 to 25
EIGHT RIVERSUITES,"1,530,000",807.3,"1,895",Apr-25,WHAMPOA EAST,Resale,Strata,75,"20,400",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,16 to 20
VA RESIDENCES,"960,000",624.31,"1,538",Apr-25,BOON TECK ROAD,Resale,Strata,58,"16,552",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
OPAL SUITES,"666,666",409.03,"1,630",Apr-25,OPAL CRESCENT,Resale,Strata,38,"17,544",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
NEWTON SUITES,"1,810,800",796.54,"2,273",Apr-25,NEWTON ROAD,Resale,Strata,74,"24,470",-,Apartment,1,Freehold,11,Core Central Region,16 to 20
THE ARCADIA,"4,250,000","3,735.11","1,138",Apr-25,ARCADIA ROAD,Resale,Strata,347,"12,248",-,Condominium,1,99 yrs lease commencing from 1979,11,Core Central Region,06 to 10
THE INTERWEAVE,"760,000",430.56,"1,765",Apr-25,KIM KEAT ROAD,Resale,Strata,40,"19,000",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
ZEDGE,"1,250,000",699.66,"1,787",Apr-25,AKYAB ROAD,Resale,Strata,65,"19,231",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
THE GLYNDEBOURNE,"5,000,000","2,174.33","2,300",Apr-25,TREVOSE CRESCENT,Resale,Strata,202,"24,752",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
THE INTERWEAVE,"648,000",344.45,"1,881",Apr-25,KIM KEAT ROAD,Resale,Strata,32,"20,250",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
TREVOSE PARK,"3,550,000","1,700.71","2,087",Apr-25,TREVOSE CRESCENT,Resale,Strata,158,"22,468",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
THOMSON 800,"5,380,000","3,831.98","1,404",Apr-25,THOMSON ROAD,Resale,Strata,356,"15,112",-,Condominium,1,Freehold,11,Core Central Region,16 to 20
VIVA,"3,600,000","1,345.5","2,676",Apr-25,SUFFOLK WALK,Resale,Strata,125,"28,800",-,Condominium,1,Freehold,11,Core Central Region,16 to 20
CRADELS,"1,000,000",581.26,"1,720",Apr-25,LORONG LIMAU,Resale,Strata,54,"18,519",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
GOLDHILL TOWERS,"3,650,000","1,550.02","2,355",Apr-25,GOLDHILL AVENUE,Resale,Strata,144,"25,347",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
THE AXIS,"1,460,000",818.06,"1,785",Apr-25,MANDALAY ROAD,Resale,Strata,76,"19,211",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
OLEANDER TOWERS,"1,400,000",893.41,"1,567",Apr-25,LORONG 1 TOA PAYOH,Resale,Strata,83,"16,867",-,Apartment,1,99 yrs lease commencing from 1995,12,Rest of Central Region,21 to 25
AVA TOWERS,"1,960,000","1,280.92","1,530",Apr-25,AVA ROAD,Resale,Strata,119,"16,471",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
MANDALAY TOWERS,"3,930,000","2,508.01","1,567",Apr-25,MANDALAY ROAD,Resale,Strata,233,"16,867",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
6 DERBYSHIRE,"2,408,000","1,011.82","2,380",Apr-25,DERBYSHIRE ROAD,Resale,Strata,94,"25,617",-,Condominium,1,Freehold,11,Core Central Region,11 to 15
GLOUCESTER MANSIONS,"2,400,000","1,162.51","2,064",Apr-25,NEWTON ROAD,Resale,Strata,108,"22,222",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
SUITES @ TOPAZ,"1,138,000","1,054.87","1,079",Apr-25,TOPAZ ROAD,Resale,Strata,98,"11,612",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
SKYSUITES17,"1,256,000",678.13,"1,852",Apr-25,JALAN RAJAH,Resale,Strata,63,"19,937",-,Apartment,1,Freehold,12,Rest of Central Region,21 to 25
PRESTIGE HEIGHTS,"660,000",344.45,"1,916",Apr-25,BALESTIER ROAD,Resale,Strata,32,"20,625",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
SUITES @ SURREY,"1,688,000",893.41,"1,889",Apr-25,SURREY ROAD,Resale,Strata,83,"20,337",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
CRADELS,"1,140,000",667.37,"1,708",Apr-25,LORONG LIMAU,Resale,Strata,62,"18,387",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
THE ORIE,"2,064,000",678.13,"3,044",Apr-25,LORONG 1 TOA PAYOH,New Sale,Strata,63,"32,762",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,36 to 40
THE ARCADY AT BOON KENG,"1,785,000",678.13,"2,632",Apr-25,SAINT BARNABAS LANE,New Sale,Strata,63,"28,333",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
PARC HAVEN,"1,848,000","1,313.21","1,407",Apr-25,LORONG LIMAU,Resale,Strata,122,"15,148",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
TREVISTA,"2,420,000","1,119.46","2,162",Apr-25,LORONG 3 TOA PAYOH,Resale,Strata,104,"23,269",-,Condominium,1,99 yrs lease commencing from 2008,12,Rest of Central Region,31 to 35
THE ORIE,"3,916,000","1,453.14","2,695",Apr-25,LORONG 1 TOA PAYOH,New Sale,Strata,135,"29,007",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,26 to 30
SANCTUARY@NEWTON,"3,460,000","1,205.57","2,870",Apr-25,SURREY ROAD,New Sale,Strata,112,"30,893",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
EIGHT RIVERSUITES,"1,862,000",979.52,"1,901",Apr-25,WHAMPOA EAST,Resale,Strata,91,"20,462",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,21 to 25
TREVOSE PARK,"3,328,333","1,679.18","1,982",Apr-25,TREVOSE CRESCENT,Resale,Strata,156,"21,335",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
VILLA DES FLORES,"2,450,000","1,388.56","1,764",Apr-25,WHITLEY ROAD,Resale,Strata,129,"18,992",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
SKY@ELEVEN,"6,100,000","2,820.17","2,163",Apr-25,THOMSON LANE,Resale,Strata,262,"23,282",-,Condominium,1,Freehold,11,Core Central Region,26 to 30
THE ORIE,"3,943,000","1,453.14","2,713",Apr-25,LORONG 1 TOA PAYOH,New Sale,Strata,135,"29,207",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,31 to 35
THE ORIE,"3,529,000","1,367.03","2,582",Apr-25,LORONG 1 TOA PAYOH,New Sale,Strata,127,"27,787",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,21 to 25
PULLMAN RESIDENCES NEWTON,"3,938,000","1,162.51","3,387",Apr-25,DUNEARN ROAD,Sub Sale,Strata,108,"36,463",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
PARK INFINIA AT WEE NAM,"6,500,000","3,283.02","1,980",Apr-25,LINCOLN ROAD,Resale,Strata,305,"21,311",-,Condominium,1,Freehold,11,Core Central Region,26 to 30
CASA FORTUNA,"1,608,000","1,044.11","1,540",Apr-25,AH HOOD ROAD,Resale,Strata,97,"16,577",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
ZEDGE,"1,800,000",914.94,"1,967",Apr-25,AKYAB ROAD,Resale,Strata,85,"21,176",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
10 EVELYN,"2,120,000",753.48,"2,814",Apr-25,EVELYN ROAD,Resale,Strata,70,"30,286",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
MINBU VILLA,"3,180,000","2,335.79","1,361",Apr-25,MINBU ROAD,Resale,Strata,217,"14,654",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
SOLEIL @ SINARAN,"3,525,000","1,722.24","2,047",Apr-25,SINARAN DRIVE,Resale,Strata,160,"22,031",-,Condominium,1,99 yrs lease commencing from 2006,11,Core Central Region,01 to 05
368 THOMSON,"1,750,000",871.88,"2,007",Apr-25,THOMSON ROAD,Resale,Strata,81,"21,605",-,Condominium,1,Freehold,11,Core Central Region,21 to 25
