Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
NOMU,"1,190,000",473.62,"2,513",May-25,HANDY ROAD,Resale,Strata,44,"27,045",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
WATERMARK ROBERTSON QUAY,"2,420,000","1,001.05","2,417",May-25,RODYK STREET,Resale,Strata,93,"26,022",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
THE SOLITAIRE,"2,768,000","1,237.86","2,236",May-25,BALMORAL PARK,Resale,Strata,115,"24,070",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
KASTURINA LODGE,"1,525,000",753.48,"2,024",May-25,KAY POH ROAD,Resale,Strata,70,"21,786",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
DUCHESS CREST,"1,830,000",936.47,"1,954",May-25,DUCHESS AVENUE,Resale,Strata,87,"21,034",-,Condominium,1,99 yrs lease commencing from 1995,10,Core Central Region,01 to 05
CAIRNHILL NINE,"2,520,000","1,033.34","2,439",May-25,CAIRNHILL ROAD,Resale,Strata,96,"26,250",-,Apartment,1,99 yrs lease commencing from 2014,09,Core Central Region,11 to 15
HORIZON TOWERS,"3,238,000","2,378.84","1,361",May-25,LEONIE HILL ROAD,Resale,Strata,221,"14,652",-,Condominium,1,99 yrs lease commencing from 1979,09,Core Central Region,06 to 10
SUI GENERIS,"5,100,000","2,131.27","2,393",May-25,BALMORAL CRESCENT,Resale,Strata,198,"25,758",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
THE TRIZON,"4,800,000","2,185.09","2,197",May-25,RIDGEWOOD CLOSE,Resale,Strata,203,"23,645",-,Condominium,1,Freehold,10,Core Central Region,16 to 20
ASPEN HEIGHTS,"1,974,000",882.65,"2,236",May-25,RIVER VALLEY ROAD,Resale,Strata,82,"24,073",-,Condominium,1,999 yrs lease commencing from 1841,09,Core Central Region,06 to 10
REGENCY PARK,"7,150,000","3,175.38","2,252",May-25,NATHAN ROAD,Resale,Strata,295,"24,237",-,Condominium,1,Freehold,10,Core Central Region,16 to 20
ROBIN RESIDENCES,"1,290,000",538.2,"2,397",May-25,ROBIN DRIVE,Resale,Strata,50,"25,800",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
PARC MACKENZIE,"1,782,000",904.18,"1,971",May-25,MACKENZIE ROAD,Resale,Strata,84,"21,214",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
BOULEVARD 88,"5,124,300","1,313.21","3,902",May-25,ORCHARD BOULEVARD,Resale,Strata,122,"42,002",-,Apartment,1,Freehold,10,Core Central Region,16 to 20
THE MERCURY,"2,380,000","1,044.11","2,279",May-25,SHANGHAI ROAD,Resale,Strata,97,"24,536",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
CENTENNIA SUITES,"3,265,000","1,237.86","2,638",May-25,KIM SENG ROAD,Resale,Strata,115,"28,391",-,Condominium,1,Freehold,09,Core Central Region,21 to 25
THE TRESOR,"5,050,000","1,926.76","2,621",May-25,DUCHESS ROAD,Resale,Strata,179,"28,212",-,Condominium,1,999 yrs lease commencing from 1875,10,Core Central Region,01 to 05
THE LAURELS,"1,575,000",548.96,"2,869",May-25,CAIRNHILL ROAD,Resale,Strata,51,"30,882",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
HILLTOPS,"3,300,000","1,270.15","2,598",May-25,CAIRNHILL CIRCLE,Resale,Strata,118,"27,966",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
THE MARBELLA,"3,999,999","1,625.36","2,461",May-25,MOUNT SINAI RISE,Resale,Strata,151,"26,490",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
EURO-ASIA COURT,"3,380,000","1,668.42","2,026",May-25,RIVER VALLEY CLOSE,Resale,Strata,155,"21,806",-,Apartment,1,Freehold,09,Core Central Region,16 to 20
MILL POINT,"2,120,000",914.94,"2,317",May-25,ZION CLOSE,Resale,Strata,85,"24,941",-,Apartment,1,999 yrs lease commencing from 1877,10,Core Central Region,11 to 15
OUE TWIN PEAKS,"3,600,000","1,603.84","2,245",May-25,LEONIE HILL ROAD,Resale,Strata,149,"24,161",-,Condominium,1,99 yrs lease commencing from 2010,09,Core Central Region,16 to 20
WING ON LIFE GARDEN,"9,000,888","3,498.3","2,573",May-25,BUKIT TIMAH ROAD,Resale,Strata,325,"27,695",-,Apartment,1,Freehold,10,Core Central Region,21 to 25
THE TRIZON,"4,200,000","2,066.69","2,032",May-25,RIDGEWOOD CLOSE,Resale,Strata,192,"21,875",-,Condominium,1,Freehold,10,Core Central Region,16 to 20
KIM SIA COURT,"2,268,888","1,065.64","2,129",May-25,JALAN JINTAN,Resale,Strata,99,"22,918",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
FOURTH AVENUE RESIDENCES,"1,168,000",505.91,"2,309",May-25,FOURTH AVENUE,Resale,Strata,47,"24,851",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,01 to 05
YONG AN PARK,"7,000,000","3,110.8","2,250",May-25,RIVER VALLEY ROAD,Resale,Strata,289,"24,221",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
LA CRYSTAL,"1,850,000",904.18,"2,046",May-25,KILLINEY ROAD,Resale,Strata,84,"22,024",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
DEVONSHIRE RESIDENCES,"1,075,000",495.14,"2,171",May-25,DEVONSHIRE ROAD,Resale,Strata,46,"23,370",-,Apartment,1,Freehold,09,Core Central Region,11 to 15
MARTIN MODERN,"1,980,000",764.24,"2,591",May-25,MARTIN PLACE,Resale,Strata,71,"27,887",-,Condominium,1,99 yrs lease commencing from 2016,09,Core Central Region,06 to 10
KOPAR AT NEWTON,"1,600,000",613.55,"2,608",May-25,MAKEWAY AVENUE,Resale,Strata,57,"28,070",-,Apartment,1,99 yrs lease commencing from 2019,09,Core Central Region,11 to 15
VALLEY PARK,"2,700,000","1,216.33","2,220",May-25,RIVER VALLEY ROAD,Resale,Strata,113,"23,894",-,Condominium,1,999 yrs lease commencing from 1877,10,Core Central Region,16 to 20
THE LEVELZ,"2,180,000",990.29,"2,201",May-25,FARRER ROAD,Resale,Strata,92,"23,696",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
THE COLLECTIVE AT ONE SOPHIA,"1,283,000",452.09,"2,838",May-25,SOPHIA ROAD,New Sale,Strata,42,"30,548",-,Apartment,1,99 years leasehold,09,Core Central Region,16 to 20
CORONA VILLE,"2,650,000","1,517.72","1,746",May-25,JALAN HAJI ALIAS,Resale,Strata,141,"18,794",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
CAIRNHILL CREST,"4,700,000","1,980.58","2,373",May-25,CAIRNHILL CIRCLE,Resale,Strata,184,"25,543",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
LUSH ON HOLLAND HILL,"3,250,000","1,506.96","2,157",May-25,HOLLAND HILL,Resale,Strata,140,"23,214",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
19 NASSIM,"3,718,000","1,108.69","3,354",May-25,NASSIM HILL,Resale,Strata,103,"36,097",-,Apartment,1,99 yrs lease commencing from 2019,10,Core Central Region,01 to 05
8 @ MOUNT SOPHIA,"2,700,000","1,463.9","1,844",May-25,MOUNT SOPHIA,Resale,Strata,136,"19,853",-,Condominium,1,103 yrs lease commencing from 2002,09,Core Central Region,06 to 10
2 RVG,"2,110,000",925.7,"2,279",May-25,RIVER VALLEY GROVE,Resale,Strata,86,"24,535",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
WILLYN VILLE,"3,300,000","1,733","1,904",May-25,HOLLAND AVENUE,Resale,Strata,161,"20,497",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
SOPHIA RESIDENCE,"2,840,000","1,453.14","1,954",May-25,SOPHIA ROAD,Resale,Strata,135,"21,037",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
MON JERVOIS,"2,728,000","1,388.56","1,965",May-25,JERVOIS ROAD,Resale,Strata,129,"21,147",-,Condominium,1,99 yrs lease commencing from 2012,10,Core Central Region,01 to 05
CAVENAGH GARDENS,"1,798,888","1,162.51","1,547",May-25,CAVENAGH ROAD,Resale,Strata,108,"16,656",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
PARC EMILY,"1,165,000",548.96,"2,122",May-25,MOUNT EMILY ROAD,Resale,Strata,51,"22,843",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
VALLEY PARK,"2,580,000","1,216.33","2,121",May-25,RIVER VALLEY ROAD,Resale,Strata,113,"22,832",-,Condominium,1,999 yrs lease commencing from 1877,10,Core Central Region,06 to 10
EMILY RESIDENCE,"1,100,000",656.6,"1,675",May-25,MOUNT EMILY ROAD,Resale,Strata,61,"18,033",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
HILL HOUSE,"1,830,000",624.31,"2,931",May-25,INSTITUTION HILL,New Sale,Strata,58,"31,552",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,01 to 05
THE HYDE,"4,100,000","1,248.62","3,284",May-25,BALMORAL ROAD,Resale,Strata,116,"35,345",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
HOLLAND PEAK,"1,020,000",570.49,"1,788",May-25,HOLLAND HILL,Resale,Strata,53,"19,245",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
GAMBIER COURT,"2,488,000","1,485.43","1,675",May-25,KIM YAM ROAD,Resale,Strata,138,"18,029",-,Apartment,1,99 yrs lease commencing from 1997,09,Core Central Region,06 to 10
D'LEEDON,"2,140,000","1,076.4","1,988",May-25,LEEDON HEIGHTS,Resale,Strata,100,"21,400",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,16 to 20
D'LEEDON,"3,500,000","1,722.24","2,032",May-25,LEEDON HEIGHTS,Resale,Strata,160,"21,875",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,11 to 15
SPANISH VILLAGE,"1,550,000",775.01,"2,000",May-25,FARRER ROAD,Resale,Strata,72,"21,528",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
IRWELL HILL RESIDENCES,"2,050,000",667.37,"3,072",May-25,IRWELL HILL,Sub Sale,Strata,62,"33,065",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,16 to 20
SUI GENERIS,"5,090,000","2,131.27","2,388",May-25,BALMORAL CRESCENT,Resale,Strata,198,"25,707",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
KUM HING COURT,"3,600,000","1,625.36","2,215",May-25,TOMLINSON ROAD,Resale,Strata,151,"23,841",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
THE ASTON,"2,036,000","1,011.82","2,012",May-25,KAY POH ROAD,Resale,Strata,94,"21,660",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
SOMMERVILLE PARK,"1,300,000",624.31,"2,082",May-25,FARRER DRIVE,Resale,Strata,58,"22,414",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
MILL POINT,"1,060,000",527.44,"2,010",May-25,ZION CLOSE,Resale,Strata,49,"21,633",-,Apartment,1,999 yrs lease commencing from 1877,10,Core Central Region,11 to 15
VISIONCREST,"2,220,000",947.23,"2,344",May-25,OXLEY RISE,Resale,Strata,88,"25,227",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
LEEDON GREEN,"5,088,000","1,496.2","3,401",May-25,LEEDON HEIGHTS,Sub Sale,Strata,139,"36,604",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
RIVERIA GARDENS,"3,350,000","1,431.61","2,340",May-25,RIVER VALLEY GROVE,Resale,Strata,133,"25,188",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
D'LEEDON,"2,150,000","1,033.34","2,081",May-25,LEEDON HEIGHTS,Resale,Strata,96,"22,396",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,16 to 20
RIVERSHIRE,"4,320,000","2,088.22","2,069",May-25,LEONIE HILL,Resale,Strata,194,"22,268",-,Apartment,1,Freehold,09,Core Central Region,11 to 15
NATHAN RESIDENCES,"1,650,000",785.77,"2,100",May-25,NATHAN ROAD,Resale,Strata,73,"22,603",-,Apartment,1,Freehold,10,Core Central Region,11 to 15
NEWTON EDGE,"918,000",441.32,"2,080",May-25,MAKEWAY AVENUE,Resale,Strata,41,"22,390",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
DRAYCOTT EIGHT,"6,288,000","2,895.52","2,172",May-25,DRAYCOTT PARK,Resale,Strata,269,"23,375",-,Condominium,1,99 yrs lease commencing from 1997,10,Core Central Region,21 to 25
IRWELL HILL RESIDENCES,"2,230,000",667.37,"3,341",May-25,IRWELL HILL,Sub Sale,Strata,62,"35,968",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,31 to 35
FOURTH AVENUE RESIDENCES,"1,300,000",484.38,"2,684",May-25,FOURTH AVENUE,Resale,Strata,45,"28,889",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,06 to 10
HILL HOUSE,"1,368,000",430.56,"3,177",May-25,INSTITUTION HILL,New Sale,Strata,40,"34,200",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,06 to 10
GRANGE 1866,"2,654,000",764.24,"3,473",May-25,GRANGE ROAD,New Sale,Strata,71,"37,380",-,Apartment,1,Freehold,10,Core Central Region,11 to 15
ST MARTIN RESIDENCE,"3,820,000","1,528.49","2,499",May-25,ST. MARTIN'S DRIVE,Resale,Strata,142,"26,901",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
CAIRNHILL NINE,"2,530,000","1,033.34","2,448",May-25,CAIRNHILL ROAD,Resale,Strata,96,"26,354",-,Apartment,1,99 yrs lease commencing from 2014,09,Core Central Region,11 to 15
SOMMERVILLE PARK,"1,280,000",624.31,"2,050",May-25,FARRER DRIVE,Resale,Strata,58,"22,069",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
8 @ MOUNT SOPHIA,"1,880,000","1,033.34","1,819",May-25,MOUNT SOPHIA,Resale,Strata,96,"19,583",-,Condominium,1,103 yrs lease commencing from 2002,09,Core Central Region,01 to 05
21 ANDERSON,"24,000,000","4,488.59","5,347",May-25,ANDERSON ROAD,New Sale,Strata,417,"57,554",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
ROBERTSON 100,"2,060,000",893.41,"2,306",May-25,ROBERTSON QUAY,Resale,Strata,83,"24,819",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
GALLOP GABLES,"4,080,000","1,733","2,354",May-25,FARRER ROAD,Resale,Strata,161,"25,342",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
MARTIN MODERN,"2,680,000","1,011.82","2,649",May-25,MARTIN PLACE,Resale,Strata,94,"28,511",-,Condominium,1,99 yrs lease commencing from 2016,09,Core Central Region,01 to 05
THE MARBELLA,"3,488,888","1,474.67","2,366",May-25,MOUNT SINAI RISE,Resale,Strata,137,"25,466",-,Condominium,1,Freehold,10,Core Central Region,16 to 20
MONTVIEW,"3,030,000","1,474.67","2,055",May-25,MOUNT SINAI DRIVE,Resale,Strata,137,"22,117",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
ROBIN RESIDENCES,"1,320,000",570.49,"2,314",May-25,ROBIN DRIVE,Resale,Strata,53,"24,906",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
ROYALGREEN,"2,920,000",979.52,"2,981",May-25,ANAMALAI AVENUE,Resale,Strata,91,"32,088",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
WILLYN VILLE,"1,980,000",925.7,"2,139",May-25,HOLLAND AVENUE,Resale,Strata,86,"23,023",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
THE TESSARINA,"3,100,000","1,334.74","2,323",May-25,WILBY ROAD,Resale,Strata,124,"25,000",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
OUE TWIN PEAKS,"3,740,000","1,603.84","2,332",May-25,LEONIE HILL ROAD,Resale,Strata,149,"25,101",-,Condominium,1,99 yrs lease commencing from 2010,09,Core Central Region,16 to 20
THE SCOTTS TOWER,"1,900,000",871.88,"2,179",May-25,SCOTTS ROAD,Resale,Strata,81,"23,457",-,Condominium,1,103 yrs lease commencing from 2010,09,Core Central Region,16 to 20
HALLMARK RESIDENCES,"4,030,000","1,862.17","2,164",May-25,EWE BOON ROAD,Resale,Strata,173,"23,295",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
THE COLLECTIVE AT ONE SOPHIA,"1,456,000",484.38,"3,006",May-25,SOPHIA ROAD,New Sale,Strata,45,"32,356",-,Apartment,1,99 yrs lease commencing from 2023,09,Core Central Region,16 to 20
D'LEEDON,"1,230,000",635.08,"1,937",May-25,LEEDON HEIGHTS,Resale,Strata,59,"20,847",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,16 to 20
THE COLLECTIVE AT ONE SOPHIA,"1,809,000",645.84,"2,801",May-25,SOPHIA ROAD,New Sale,Strata,60,"30,150",-,Apartment,1,99 yrs lease commencing from 2023,09,Core Central Region,06 to 10
VIZ AT HOLLAND,"2,420,000","1,259.39","1,922",May-25,QUEENSWAY,Resale,Strata,117,"20,684",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
VIZ AT HOLLAND,"1,851,688",861.12,"2,150",May-25,QUEENSWAY,Resale,Strata,80,"23,146",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
THE TESSARINA,"2,300,000","1,033.34","2,226",May-25,WILBY ROAD,Resale,Strata,96,"23,958",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
SUI GENERIS,"3,900,000","1,754.53","2,223",May-25,BALMORAL CRESCENT,Resale,Strata,163,"23,926",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
PATERSON RESIDENCE,"3,530,000","1,313.21","2,688",May-25,PATERSON ROAD,Resale,Strata,122,"28,934",-,Condominium,1,Freehold,09,Core Central Region,16 to 20
8 SAINT THOMAS,"2,700,000",871.88,"3,097",May-25,ST. THOMAS WALK,Resale,Strata,81,"33,333",-,Condominium,1,Freehold,09,Core Central Region,31 to 35
THE COSMOPOLITAN,"3,780,000","1,323.97","2,855",May-25,KIM SENG ROAD,Resale,Strata,123,"30,732",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
DUCHESS CREST,"3,650,000","2,088.22","1,748",Apr-25,DUCHESS AVENUE,Resale,Strata,194,"18,814",-,Condominium,1,99 yrs lease commencing from 1995,10,Core Central Region,01 to 05
CUSCADEN RESERVE,"7,111,800","2,098.98","3,388",Apr-25,CUSCADEN ROAD,Resale,Strata,195,"36,471",-,Condominium,1,99 yrs lease commencing from 2018,10,Core Central Region,21 to 25
THE WHARF RESIDENCE,"3,675,000","1,539.25","2,388",Apr-25,TONG WATT ROAD,Resale,Strata,143,"25,699",-,Condominium,1,999 yrs lease commencing from 1841,09,Core Central Region,06 to 10
OUE TWIN PEAKS,"3,300,000","1,399.32","2,358",Apr-25,LEONIE HILL ROAD,Resale,Strata,130,"25,385",-,Condominium,1,99 yrs lease commencing from 2010,09,Core Central Region,06 to 10
VALLEY PARK,"2,600,000","1,216.33","2,138",Apr-25,RIVER VALLEY ROAD,Resale,Strata,113,"23,009",-,Condominium,1,999 yrs lease commencing from 1877,10,Core Central Region,06 to 10
PARVIS,"2,368,000",990.29,"2,391",Apr-25,HOLLAND HILL,Resale,Strata,92,"25,739",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
RV RESIDENCES,"2,100,000",861.12,"2,439",Apr-25,RIVER VALLEY ROAD,Resale,Strata,80,"26,250",-,Condominium,1,999 yrs lease commencing from 1877,10,Core Central Region,06 to 10
BOULEVARD 88,"7,150,000","1,776.06","4,026",Apr-25,ORCHARD BOULEVARD,Resale,Strata,165,"43,333",-,Apartment,1,Freehold,10,Core Central Region,21 to 25
CUSCADEN RESIDENCES,"3,900,000","1,485.43","2,625",Apr-25,CUSCADEN ROAD,Resale,Strata,138,"28,261",-,Condominium,1,Freehold,10,Core Central Region,16 to 20
TRIBECA,"2,600,000","1,033.34","2,516",Apr-25,KIM SENG ROAD,Resale,Strata,96,"27,083",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
CLIVEDEN AT GRANGE,"4,750,000","2,152.8","2,206",Apr-25,GRANGE ROAD,Resale,Strata,200,"23,750",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
GOODWOOD RESIDENCE,"5,120,000","1,969.81","2,599",Apr-25,BUKIT TIMAH ROAD,Resale,Strata,183,"27,978",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
ESPADA,"1,450,000",645.84,"2,245",Apr-25,ST. THOMAS WALK,Resale,Strata,60,"24,167",-,Apartment,1,Freehold,09,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,540,000",613.55,"2,510",Apr-25,IRWELL HILL,Sub Sale,Strata,57,"27,018",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
THE SERENADE @ HOLLAND,"2,450,000","1,506.96","1,626",Apr-25,HOLLAND ROAD,Resale,Strata,140,"17,500",-,Condominium,1,99 yrs lease commencing from 2001,10,Core Central Region,16 to 20
MOUNT SOPHIA SUITES,"1,250,000",635.08,"1,968",Apr-25,SOPHIA ROAD,Resale,Strata,59,"21,186",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
SUI GENERIS,"5,150,000","2,131.27","2,416",Apr-25,BALMORAL CRESCENT,Resale,Strata,198,"26,010",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
8 RODYK,"3,000,000","1,227.1","2,445",Apr-25,RODYK STREET,Resale,Strata,114,"26,316",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
TRIBECA,"1,280,000",516.67,"2,477",Apr-25,KIM SENG ROAD,Resale,Strata,48,"26,667",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
BOTANIC GARDENS VIEW,"3,140,000","1,259.39","2,493",Apr-25,TAMAN SERASI,Resale,Strata,117,"26,838",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
THE TRESOR,"4,753,800","1,872.94","2,538",Apr-25,DUCHESS ROAD,Resale,Strata,174,"27,321",-,Condominium,1,999 yrs lease commencing from 1875,10,Core Central Region,01 to 05
UP@ROBERTSON QUAY,"985,000",462.85,"2,128",Apr-25,ROBERTSON QUAY,Resale,Strata,43,"22,907",-,Apartment,1,99 yrs lease commencing from 2011,09,Core Central Region,06 to 10
MARTINA MANSIONS,"2,960,000","1,259.39","2,350",Apr-25,BUKIT TIMAH ROAD,Resale,Strata,117,"25,299",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
CAIRNHILL PLAZA,"5,500,000","2,852.46","1,928",Apr-25,CAIRNHILL ROAD,Resale,Strata,265,"20,755",-,Apartment,1,Freehold,09,Core Central Region,16 to 20
ORCHARD SOPHIA,"2,020,000",667.37,"3,027",Apr-25,SOPHIA ROAD,New Sale,Strata,62,"32,581",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
SLOANE RESIDENCES,"3,650,000","1,248.62","2,923",Apr-25,BALMORAL ROAD,Resale,Strata,116,"31,466",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
21 ANDERSON,"21,593,170","4,488.59","4,811",Apr-25,ANDERSON ROAD,New Sale,Strata,417,"51,782",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
BEAVERTON COURT,"5,950,000","3,121.56","1,906",Apr-25,MOUNT SINAI RISE,Resale,Strata,290,"20,517",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
THE LAURELS,"3,700,000","1,302.44","2,841",Apr-25,CAIRNHILL ROAD,Resale,Strata,121,"30,579",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
THE WHARF RESIDENCE,"8,500,000","4,445.53","1,912",Apr-25,TONG WATT ROAD,Resale,Strata,413,"20,581",-,Condominium,1,999 yrs lease commencing from 1841,09,Core Central Region,-
CUSCADEN RESERVE,"6,890,000","2,098.98","3,283",Apr-25,CUSCADEN ROAD,Resale,Strata,195,"35,333",-,Condominium,1,99 yrs lease commencing from 2018,10,Core Central Region,21 to 25
SOPHIA HILLS,"1,482,000",710.42,"2,086",Apr-25,MOUNT SOPHIA,Resale,Strata,66,"22,455",-,Condominium,1,99 yrs lease commencing from 2013,09,Core Central Region,01 to 05
STELLAR RV,"980,000",538.2,"1,821",Apr-25,RIVER VALLEY ROAD,Resale,Strata,50,"19,600",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
BALMORAL 8,"3,000,000","1,700.71","1,764",Apr-25,BALMORAL ROAD,Resale,Strata,158,"18,987",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
FOUR SEASONS PARK,"9,800,000","2,873.99","3,410",Apr-25,CUSCADEN WALK,Resale,Strata,267,"36,704",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
FOURTH AVENUE RESIDENCES,"1,142,000",484.38,"2,358",Apr-25,FOURTH AVENUE,Resale,Strata,45,"25,378",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,01 to 05
THE METZ,"1,480,000",581.26,"2,546",Apr-25,DEVONSHIRE ROAD,Resale,Strata,54,"27,407",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
1919,"1,190,000",635.08,"1,874",Apr-25,SOPHIA ROAD,Resale,Strata,59,"20,169",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
