Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE HILL @ONE-NORTH,"2,363,760",979.52,"2,413",May-25,SLIM BARRACKS RISE,New Sale,Strata,91,"25,975",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,06 to 10
LE HILL CONDOMINIUM,"2,100,000","1,711.48","1,227",May-25,PASIR PANJANG HILL,Resale,Strata,159,"13,208",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
BLOOMSBURY RESIDENCES,"1,428,000",570.49,"2,503",May-25,MEDIA CIRCLE,New Sale,Strata,53,"26,943",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,11 to 15
BLOOMSBURY RESIDENCES,"1,440,000",570.49,"2,524",May-25,MEDIA CIRCLE,New Sale,Strata,53,"27,170",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,16 to 20
BLOOMSBURY RESIDENCES,"1,444,000",570.49,"2,531",May-25,MEDIA CIRCLE,New Sale,Strata,53,"27,245",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,16 to 20
THE PARC CONDOMINIUM,"2,700,000","1,420.85","1,900",May-25,WEST COAST WALK,Resale,Strata,132,"20,455",-,Condominium,1,Freehold,05,Outside Central Region,06 to 10
KENT RIDGE HILL RESIDENCES,"1,580,000",775.01,"2,039",May-25,SOUTH BUONA VISTA ROAD,Resale,Strata,72,"21,944",-,Apartment,1,99 yrs lease commencing from 2018,05,Rest of Central Region,01 to 05
THE HILL @ONE-NORTH,"1,827,072",731.95,"2,496",May-25,SLIM BARRACKS RISE,New Sale,Strata,68,"26,869",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,06 to 10
THE HILL @ONE-NORTH,"1,935,950",775.01,"2,498",May-25,SLIM BARRACKS RISE,New Sale,Strata,72,"26,888",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,06 to 10
THE HILL @ONE-NORTH,"2,365,720",979.52,"2,415",May-25,SLIM BARRACKS RISE,New Sale,Strata,91,"25,997",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,06 to 10
BLOOMSBURY RESIDENCES,"1,661,000",645.84,"2,572",May-25,MEDIA CIRCLE,New Sale,Strata,60,"27,683",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,16 to 20
NORMANTON PARK,"988,000",516.67,"1,912",May-25,NORMANTON PARK,Sub Sale,Strata,48,"20,583",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,21 to 25
THE PARC CONDOMINIUM,"2,370,000","1,216.33","1,948",May-25,WEST COAST WALK,Resale,Strata,113,"20,973",-,Condominium,1,Freehold,05,Outside Central Region,01 to 05
THE HILL @ONE-NORTH,"1,957,140",785.77,"2,491",May-25,SLIM BARRACKS RISE,New Sale,Strata,73,"26,810",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,01 to 05
BLOOMSBURY RESIDENCES,"1,798,000",688.9,"2,610",May-25,MEDIA CIRCLE,New Sale,Strata,64,"28,094",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,11 to 15
BLOOMSBURY RESIDENCES,"1,425,000",570.49,"2,498",May-25,MEDIA CIRCLE,New Sale,Strata,53,"26,887",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,11 to 15
WHISTLER GRAND,"900,000",505.91,"1,779",May-25,WEST COAST VALE,Resale,Strata,47,"19,149",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,26 to 30
PARC CLEMATIS,"2,080,000",968.76,"2,147",May-25,JALAN LEMPENG,Resale,Strata,90,"23,111",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,16 to 20
SEAHILL,"1,960,000","1,130.22","1,734",May-25,WEST COAST CRESCENT,Resale,Strata,105,"18,667",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,16 to 20
CANNINGHILL PIERS,"7,485,000","2,787.88","2,685",May-25,CLARKE QUAY,New Sale,Strata,259,"28,900",-,Apartment,1,99 yrs lease commencing from 2021,06,Rest of Central Region,36 to 40
BLOOMSBURY RESIDENCES,"1,638,000",678.13,"2,415",May-25,MEDIA CIRCLE,New Sale,Strata,63,"26,000",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,06 to 10
NORMANTON PARK,"1,250,000",527.44,"2,370",May-25,NORMANTON PARK,Sub Sale,Strata,49,"25,510",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,21 to 25
WEST BAY CONDOMINIUM,"1,660,000","1,442.38","1,151",May-25,WEST COAST CRESCENT,Resale,Strata,134,"12,388",-,Condominium,1,99 yrs lease commencing from 1991,05,Outside Central Region,06 to 10
VIVA VISTA,"680,000",355.21,"1,914",May-25,SOUTH BUONA VISTA ROAD,Resale,Strata,33,"20,606",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
WHISTLER GRAND,"2,100,000","1,065.64","1,971",May-25,WEST COAST VALE,Resale,Strata,99,"21,212",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,16 to 20
THE HILL @ONE-NORTH,"2,706,630","1,087.16","2,490",May-25,SLIM BARRACKS RISE,New Sale,Strata,101,"26,798",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,01 to 05
BLOOMSBURY RESIDENCES,"2,194,000",904.18,"2,427",May-25,MEDIA CIRCLE,New Sale,Strata,84,"26,119",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,06 to 10
BLOOMSBURY RESIDENCES,"1,648,000",645.84,"2,552",May-25,MEDIA CIRCLE,New Sale,Strata,60,"27,467",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,16 to 20
BLOSSOMS BY THE PARK,"3,500,000","1,506.96","2,323",May-25,SLIM BARRACKS RISE,New Sale,Strata,140,"25,000",-,Apartment,1,99 years leasehold,05,Rest of Central Region,11 to 15
TWIN VEW,"2,105,525","1,065.64","1,976",May-25,WEST COAST VALE,Resale,Strata,99,"21,268",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,21 to 25
BLOOMSBURY RESIDENCES,"1,660,000",645.84,"2,570",May-25,MEDIA CIRCLE,New Sale,Strata,60,"27,667",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,16 to 20
BLOOMSBURY RESIDENCES,"2,299,000",904.18,"2,543",May-25,MEDIA CIRCLE,New Sale,Strata,84,"27,369",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,16 to 20
BLOOMSBURY RESIDENCES,"1,643,000",645.84,"2,544",May-25,MEDIA CIRCLE,New Sale,Strata,60,"27,383",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,16 to 20
THE HILL @ONE-NORTH,"3,076,000","1,227.1","2,507",May-25,SLIM BARRACKS RISE,New Sale,Strata,114,"26,982",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,06 to 10
THE HILL @ONE-NORTH,"1,901,596",764.24,"2,488",May-25,SLIM BARRACKS RISE,New Sale,Strata,71,"26,783",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,06 to 10
BLOOMSBURY RESIDENCES,"1,655,000",645.84,"2,563",May-25,MEDIA CIRCLE,New Sale,Strata,60,"27,583",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,16 to 20
KENT RIDGE HILL RESIDENCES,"1,020,000",516.67,"1,974",May-25,SOUTH BUONA VISTA ROAD,Resale,Strata,48,"21,250",-,Apartment,1,99 yrs lease commencing from 2018,05,Rest of Central Region,01 to 05
VARSITY PARK CONDOMINIUM,"3,068,888","2,152.8","1,426",May-25,WEST COAST ROAD,Resale,Strata,200,"15,344",-,Condominium,1,99 yrs lease commencing from 2004,05,Outside Central Region,01 to 05
NORMANTON PARK,"1,850,000",936.47,"1,976",May-25,NORMANTON PARK,Sub Sale,Strata,87,"21,264",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,11 to 15
VENTANA,"1,880,000","1,205.57","1,559",May-25,PASIR PANJANG HILL,Resale,Strata,112,"16,786",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
PARC CLEMATIS,"2,250,000","1,054.87","2,133",May-25,JALAN LEMPENG,Resale,Strata,98,"22,959",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
WHISTLER GRAND,"1,200,000",602.78,"1,991",May-25,WEST COAST VALE,Resale,Strata,56,"21,429",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,31 to 35
TWIN VEW,"1,258,000",710.42,"1,771",May-25,WEST COAST VALE,Resale,Strata,66,"19,061",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,11 to 15
BLUE HORIZON,"1,650,000","1,151.75","1,433",May-25,WEST COAST CRESCENT,Resale,Strata,107,"15,421",-,Condominium,1,99 yrs lease commencing from 2000,05,Outside Central Region,01 to 05
THE HILL @ONE-NORTH,"2,098,020",958,"2,190",May-25,SLIM BARRACKS RISE,New Sale,Strata,89,"23,573",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,11 to 15
THE HILL @ONE-NORTH,"2,734,020","1,097.93","2,490",May-25,SLIM BARRACKS RISE,New Sale,Strata,102,"26,804",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,01 to 05
THE HILL @ONE-NORTH,"2,723,040","1,097.93","2,480",May-25,SLIM BARRACKS RISE,New Sale,Strata,102,"26,696",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,01 to 05
BLOOMSBURY RESIDENCES,"1,376,000",570.49,"2,412",May-25,MEDIA CIRCLE,New Sale,Strata,53,"25,962",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,01 to 05
BLOOMSBURY RESIDENCES,"1,409,000",570.49,"2,470",May-25,MEDIA CIRCLE,New Sale,Strata,53,"26,585",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,11 to 15
WEST BAY CONDOMINIUM,"1,050,000",850.36,"1,235",May-25,WEST COAST CRESCENT,Resale,Strata,79,"13,291",-,Condominium,1,99 yrs lease commencing from 1991,05,Outside Central Region,01 to 05
THE HILL @ONE-NORTH,"2,585,000","1,022.58","2,528",May-25,SLIM BARRACKS RISE,New Sale,Strata,95,"27,211",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,06 to 10
TERRA HILL,"3,493,000","1,302.44","2,682",May-25,YEW SIANG ROAD,New Sale,Strata,121,"28,868",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
TERRA HILL,"5,200,000","2,142.04","2,428",May-25,YEW SIANG ROAD,New Sale,Strata,199,"26,131",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
BLOOMSBURY RESIDENCES,"1,792,000",688.9,"2,601",May-25,MEDIA CIRCLE,New Sale,Strata,64,"28,000",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,11 to 15
BLOOMSBURY RESIDENCES,"1,413,000",570.49,"2,477",May-25,MEDIA CIRCLE,New Sale,Strata,53,"26,660",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,11 to 15
PARC RIVIERA,"809,000",462.85,"1,748",May-25,WEST COAST VALE,Resale,Strata,43,"18,814",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,21 to 25
NORMANTON PARK,"948,000",527.44,"1,797",May-25,NORMANTON PARK,Sub Sale,Strata,49,"19,347",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,01 to 05
REGENT PARK,"1,688,888","1,162.51","1,453",May-25,JALAN LEMPENG,Resale,Strata,108,"15,638",-,Condominium,1,99 yrs lease commencing from 1993,05,Outside Central Region,01 to 05
WHISTLER GRAND,"1,420,000",764.24,"1,858",May-25,WEST COAST VALE,Resale,Strata,71,"20,000",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,06 to 10
CLAVON,"1,280,000",678.13,"1,888",May-25,CLEMENTI AVENUE 1,Sub Sale,Strata,63,"20,317",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
TERRA HILL,"2,260,000",807.3,"2,799",May-25,YEW SIANG ROAD,New Sale,Strata,75,"30,133",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
BLOOMSBURY RESIDENCES,"1,721,000",688.9,"2,498",May-25,MEDIA CIRCLE,New Sale,Strata,64,"26,891",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,01 to 05
BLOOMSBURY RESIDENCES,"1,397,000",570.49,"2,449",May-25,MEDIA CIRCLE,New Sale,Strata,53,"26,358",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,11 to 15
BLOOMSBURY RESIDENCES,"1,431,000",570.49,"2,508",May-25,MEDIA CIRCLE,New Sale,Strata,53,"27,000",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,16 to 20
BLOOMSBURY RESIDENCES,"1,449,000",570.49,"2,540",May-25,MEDIA CIRCLE,New Sale,Strata,53,"27,340",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,16 to 20
CANNINGHILL PIERS,"1,530,000",505.91,"3,024",May-25,CLARKE QUAY,New Sale,Strata,47,"32,553",-,Apartment,1,99 yrs lease commencing from 2021,06,Rest of Central Region,46 to 50
CANNINGHILL PIERS,"1,537,000",505.91,"3,038",May-25,CLARKE QUAY,New Sale,Strata,47,"32,702",-,Apartment,1,99 yrs lease commencing from 2021,06,Rest of Central Region,46 to 50
CANNINGHILL PIERS,"1,456,000",484.38,"3,006",May-25,CLARKE QUAY,New Sale,Strata,45,"32,356",-,Apartment,1,99 yrs lease commencing from 2021,06,Rest of Central Region,46 to 50
THE HILL @ONE-NORTH,"1,878,735",753.48,"2,493",May-25,SLIM BARRACKS RISE,New Sale,Strata,70,"26,839",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,06 to 10
THE HILL @ONE-NORTH,"2,367,680",979.52,"2,417",May-25,SLIM BARRACKS RISE,New Sale,Strata,91,"26,018",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,06 to 10
BLOOMSBURY RESIDENCES,"1,674,000",678.13,"2,469",May-25,MEDIA CIRCLE,New Sale,Strata,63,"26,571",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,06 to 10
BLOOMSBURY RESIDENCES,"1,738,000",688.9,"2,523",May-25,MEDIA CIRCLE,New Sale,Strata,64,"27,156",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,01 to 05
THE HILL @ONE-NORTH,"2,463,384","1,022.58","2,409",May-25,SLIM BARRACKS RISE,New Sale,Strata,95,"25,930",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,01 to 05
BLOOMSBURY RESIDENCES,"1,714,000",688.9,"2,488",May-25,MEDIA CIRCLE,New Sale,Strata,64,"26,781",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,06 to 10
THE HILL @ONE-NORTH,"2,723,040","1,097.93","2,480",May-25,SLIM BARRACKS RISE,New Sale,Strata,102,"26,696",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,01 to 05
THE HILL @ONE-NORTH,"2,736,216","1,097.93","2,492",May-25,SLIM BARRACKS RISE,New Sale,Strata,102,"26,826",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,01 to 05
THE HILL @ONE-NORTH,"2,709,890","1,097.93","2,468",May-25,SLIM BARRACKS RISE,New Sale,Strata,102,"26,568",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,06 to 10
NORMANTON PARK,"2,980,000","1,474.67","2,021",May-25,NORMANTON PARK,Sub Sale,Strata,137,"21,752",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,21 to 25
NORMANTON PARK,"1,985,000",936.47,"2,120",May-25,NORMANTON PARK,Sub Sale,Strata,87,"22,816",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,21 to 25
PARC RIVIERA,"990,000",602.78,"1,642",May-25,WEST COAST VALE,Resale,Strata,56,"17,679",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,16 to 20
THE HILL @ONE-NORTH,"2,465,430","1,022.58","2,411",May-25,SLIM BARRACKS RISE,New Sale,Strata,95,"25,952",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,06 to 10
THE HILL @ONE-NORTH,"2,708,804","1,087.16","2,492",May-25,SLIM BARRACKS RISE,New Sale,Strata,101,"26,820",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,01 to 05
THE HILL @ONE-NORTH,"2,740,608","1,097.93","2,496",May-25,SLIM BARRACKS RISE,New Sale,Strata,102,"26,869",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,06 to 10
BLOOMSBURY RESIDENCES,"1,400,000",570.49,"2,454",May-25,MEDIA CIRCLE,New Sale,Strata,53,"26,415",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,11 to 15
PARC CLEMATIS,"1,413,000",688.9,"2,051",May-25,JALAN LEMPENG,Resale,Strata,64,"22,078",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,16 to 20
NORMANTON PARK,"1,308,888",656.6,"1,993",May-25,NORMANTON PARK,Sub Sale,Strata,61,"21,457",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,16 to 20
BIJOU,"1,222,500",613.55,"1,993",May-25,JALAN MAT JAMBOL,Resale,Strata,57,"21,447",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
THE HILL @ONE-NORTH,"2,491,596","1,033.34","2,411",May-25,SLIM BARRACKS RISE,New Sale,Strata,96,"25,954",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,01 to 05
WHISTLER GRAND,"1,150,000",613.55,"1,874",May-25,WEST COAST VALE,Resale,Strata,57,"20,175",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,06 to 10
KENT RIDGE HILL RESIDENCES,"1,570,000",785.77,"1,998",May-25,SOUTH BUONA VISTA ROAD,Sub Sale,Strata,73,"21,507",-,Apartment,1,99 yrs lease commencing from 2018,05,Rest of Central Region,01 to 05
CLAVON,"2,488,800","1,130.22","2,202",May-25,CLEMENTI AVENUE 1,Sub Sale,Strata,105,"23,703",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
WHISTLER GRAND,"1,210,000",624.31,"1,938",May-25,WEST COAST VALE,Resale,Strata,58,"20,862",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,31 to 35
THE HILL @ONE-NORTH,"2,467,476","1,022.58","2,413",May-25,SLIM BARRACKS RISE,New Sale,Strata,95,"25,973",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,06 to 10
THE TRILINQ,"1,270,000",710.42,"1,788",May-25,JALAN LEMPENG,Resale,Strata,66,"19,242",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,01 to 05
SEAHILL,"947,500",624.31,"1,518",May-25,WEST COAST CRESCENT,Resale,Strata,58,"16,336",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,06 to 10
PARC CLEMATIS,"880,000",452.09,"1,947",May-25,JALAN LEMPENG,Resale,Strata,42,"20,952",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
THE HILL @ONE-NORTH,"2,493,662","1,033.34","2,413",May-25,SLIM BARRACKS RISE,New Sale,Strata,96,"25,976",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,06 to 10
BLOOMSBURY RESIDENCES,"1,729,000",688.9,"2,510",May-25,MEDIA CIRCLE,New Sale,Strata,64,"27,016",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,06 to 10
CARABELLE,"2,580,000","1,388.56","1,858",May-25,WEST COAST WAY,Resale,Strata,129,"20,000",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,11 to 15
THE CLEMENT CANOPY,"2,160,000","1,108.69","1,948",May-25,CLEMENTI AVENUE 1,Resale,Strata,103,"20,971",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,16 to 20
BLOOMSBURY RESIDENCES,"1,417,000",570.49,"2,484",May-25,MEDIA CIRCLE,New Sale,Strata,53,"26,736",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,16 to 20
BLOOMSBURY RESIDENCES,"1,610,000",645.84,"2,493",May-25,MEDIA CIRCLE,New Sale,Strata,60,"26,833",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,16 to 20
BLOOMSBURY RESIDENCES,"2,344,000",979.52,"2,393",May-25,MEDIA CIRCLE,New Sale,Strata,91,"25,758",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,01 to 05
THE ROCHESTER RESIDENCES,"1,450,000",979.52,"1,480",May-25,ROCHESTER DRIVE,Resale,Strata,91,"15,934",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,06 to 10
CARABELLE,"2,580,000","1,399.32","1,844",May-25,WEST COAST WAY,Resale,Strata,130,"19,846",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
BOTANNIA,"2,850,000","1,560.78","1,826",May-25,WEST COAST PARK,Resale,Strata,145,"19,655",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
CANNINGHILL PIERS,"5,698,000","1,959.05","2,909",May-25,CLARKE QUAY,New Sale,Strata,182,"31,308",-,Apartment,1,99 yrs lease commencing from 2021,06,Rest of Central Region,16 to 20
TERRA HILL,"2,406,000",904.18,"2,661",May-25,YEW SIANG ROAD,New Sale,Strata,84,"28,643",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
SEAHILL,"1,430,000",861.12,"1,661",Apr-25,WEST COAST CRESCENT,Resale,Strata,80,"17,875",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,06 to 10
BLOOMSBURY RESIDENCES,"1,363,000",570.49,"2,389",Apr-25,MEDIA CIRCLE,New Sale,Strata,53,"25,717",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,01 to 05
BLOOMSBURY RESIDENCES,"3,832,000","1,420.85","2,697",Apr-25,MEDIA CIRCLE,New Sale,Strata,132,"29,030",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,21 to 25
WHISTLER GRAND,"1,145,888",613.55,"1,868",Apr-25,WEST COAST VALE,Resale,Strata,57,"20,103",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,11 to 15
THE TRILINQ,"955,888",538.2,"1,776",Apr-25,JALAN LEMPENG,Resale,Strata,50,"19,118",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,21 to 25
THE HILL @ONE-NORTH,"2,005,000",785.77,"2,552",Apr-25,SLIM BARRACKS RISE,New Sale,Strata,73,"27,466",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,06 to 10
CANNINGHILL PIERS,"2,655,000",807.3,"3,289",Apr-25,CLARKE QUAY,Sub Sale,Strata,75,"35,400",-,Apartment,1,99 yrs lease commencing from 2021,06,Rest of Central Region,06 to 10
BLOOMSBURY RESIDENCES,"1,354,000",570.49,"2,373",Apr-25,MEDIA CIRCLE,New Sale,Strata,53,"25,547",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,01 to 05
BLOOMSBURY RESIDENCES,"1,388,000",570.49,"2,433",Apr-25,MEDIA CIRCLE,New Sale,Strata,53,"26,189",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,06 to 10
PARC CLEMATIS,"1,980,000",914.94,"2,164",Apr-25,JALAN LEMPENG,Resale,Strata,85,"23,294",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CARABELLE,"1,766,155",947.23,"1,865",Apr-25,WEST COAST WAY,Resale,Strata,88,"20,070",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
PARC CLEMATIS,"925,000",452.09,"2,046",Apr-25,JALAN LEMPENG,Resale,Strata,42,"22,024",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,16 to 20
BLOOMSBURY RESIDENCES,"2,136,000",904.18,"2,362",Apr-25,MEDIA CIRCLE,New Sale,Strata,84,"25,429",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,01 to 05
