Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
MELVILLE PARK,"1,035,000",958,"1,080",Jun-25,SIMEI STREET 1,Resale,Strata,89,"11,629",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,06 to 10
THE QUARTZ,"1,980,000","1,367.03","1,448",Jun-25,COMPASSVALE BOW,Resale,Strata,127,"15,591",-,Condominium,1,99 yrs lease commencing from 2005,19,Outside Central Region,11 to 15
8@WOODLEIGH,"790,000",398.27,"1,984",Jun-25,WOODLEIGH CLOSE,Resale,Strata,37,"21,351",-,Condominium,1,99 yrs lease commencing from 2008,13,Rest of Central Region,01 to 05
PARC VERA,"1,780,000","1,140.98","1,560",Jun-25,HOUGANG STREET 32,Resale,Strata,106,"16,792",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,06 to 10
THE ADARA,"2,100,000","1,119.46","1,876",Jun-25,CHAPEL ROAD,Resale,Strata,104,"20,192",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
OPAL SUITES,"708,000",452.09,"1,566",Jun-25,OPAL CRESCENT,Resale,Strata,42,"16,857",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
THE LINQ @ BEAUTY WORLD,"1,308,000",430.56,"3,038",Jun-25,UPPER BUKIT TIMAH ROAD,Sub Sale,Strata,40,"32,700",-,Apartment,1,Freehold,21,Rest of Central Region,06 to 10
PALM GROVE CONDOMINIUM,"1,918,000","1,302.44","1,473",Jun-25,PALM GROVE AVENUE,Resale,Strata,121,"15,851",-,Condominium,1,999 yrs lease commencing from 1878,19,Outside Central Region,01 to 05
CANNINGHILL PIERS,"7,558,000","2,787.88","2,711",Jun-25,CLARKE QUAY,New Sale,Strata,259,"29,181",-,Apartment,1,99 yrs lease commencing from 2021,06,Rest of Central Region,41 to 45
CANNINGHILL PIERS,"7,584,000","2,787.88","2,720",Jun-25,CLARKE QUAY,New Sale,Strata,259,"29,282",-,Apartment,1,99 yrs lease commencing from 2021,06,Rest of Central Region,41 to 45
AVENUE SOUTH RESIDENCE,"3,503,888","1,496.2","2,342",Jun-25,SILAT AVENUE,Resale,Strata,139,"25,208",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,46 to 50
THE HILL @ONE-NORTH,"2,469,522","1,022.58","2,415",Jun-25,SLIM BARRACKS RISE,New Sale,Strata,95,"25,995",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,06 to 10
KI RESIDENCES AT BROOKVALE,"1,725,000",882.65,"1,954",Jun-25,BROOKVALE DRIVE,Sub Sale,Strata,82,"21,037",-,Condominium,1,999 yrs lease commencing from 1885,21,Outside Central Region,11 to 15
COMMONWEALTH TOWERS,"980,000",462.85,"2,117",Jun-25,COMMONWEALTH AVENUE,Resale,Strata,43,"22,791",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,26 to 30
THE TRILINQ,"1,270,000",710.42,"1,788",Jun-25,JALAN LEMPENG,Resale,Strata,66,"19,242",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,11 to 15
ESTELLA GARDENS,"1,950,000","1,593.07","1,224",Jun-25,FLORA ROAD,Resale,Strata,148,"13,176",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
ONE MARINA GARDENS,"1,249,849",419.8,"2,977",Jun-25,MARINA GARDENS LANE,New Sale,Strata,39,"32,047",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
KERRISDALE,"1,668,000",990.29,"1,684",Jun-25,STURDEE ROAD,Resale,Strata,92,"18,130",-,Condominium,1,99 yrs lease commencing from 1998,08,Rest of Central Region,26 to 30
KERRISDALE,"1,950,000","1,259.39","1,548",Jun-25,STURDEE ROAD,Resale,Strata,117,"16,667",-,Condominium,1,99 yrs lease commencing from 1998,08,Rest of Central Region,01 to 05
ROSYTH RESIDENCE,"1,440,000","1,022.58","1,408",Jun-25,ROSYTH ROAD,Resale,Strata,95,"15,158",-,Apartment,1,999 yrs lease commencing from 1886,19,Outside Central Region,01 to 05
CARIBBEAN AT KEPPEL BAY,"1,750,000",893.41,"1,959",Jun-25,KEPPEL BAY DRIVE,Resale,Strata,83,"21,084",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,01 to 05
RIVERFRONT RESIDENCES,"1,550,000",871.88,"1,778",Jun-25,HOUGANG AVENUE 7,Resale,Strata,81,"19,136",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
OCEAN PARK,"2,800,000","1,302.44","2,150",Jun-25,EAST COAST ROAD,Resale,Strata,121,"23,140",-,Condominium,1,Freehold,15,Outside Central Region,11 to 15
BLOOMSBURY RESIDENCES,"1,816,000",688.9,"2,636",Jun-25,MEDIA CIRCLE,New Sale,Strata,64,"28,375",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,11 to 15
BLOOMSBURY RESIDENCES,"1,840,000",688.9,"2,671",Jun-25,MEDIA CIRCLE,New Sale,Strata,64,"28,750",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,16 to 20
THE COMMODORE,"1,130,000",624.31,"1,810",Jun-25,CANBERRA DRIVE,Sub Sale,Strata,58,"19,483",-,Condominium,1,99 yrs lease commencing from 2020,27,Outside Central Region,01 to 05
THE PLAZA,"980,000",807.3,"1,214",Jun-25,BEACH ROAD,Resale,Strata,75,"13,067",-,Apartment,1,99 yrs lease commencing from 1968,07,Core Central Region,26 to 30
BAGNALL HAUS,"1,884,000",753.48,"2,500",Jun-25,UPPER EAST COAST ROAD,New Sale,Strata,70,"26,914",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
THE GARDEN RESIDENCES,"1,700,000",904.18,"1,880",Jun-25,SERANGOON NORTH VIEW,Resale,Strata,84,"20,238",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,01 to 05
LIV ON WILKIE,"1,400,000",581.26,"2,409",Jun-25,WILKIE TERRACE,Resale,Strata,54,"25,926",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
CASHEW HEIGHTS CONDOMINIUM,"2,550,000","1,657.66","1,538",Jun-25,CASHEW ROAD,Resale,Strata,154,"16,558",-,Condominium,1,999 yrs lease commencing from 1882,23,Outside Central Region,01 to 05
FOREST WOODS,"948,000",516.67,"1,835",Jun-25,LORONG LEW LIAN,Resale,Strata,48,"19,750",-,Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
PARKVIEW APARTMENTS,"1,088,000","1,119.46",972,Jun-25,BUKIT BATOK STREET 25,Resale,Strata,104,"10,462",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,01 to 05
WHISTLER GRAND,"1,320,000",688.9,"1,916",Jun-25,WEST COAST VALE,Resale,Strata,64,"20,625",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,36 to 40
FLO RESIDENCE,"1,173,000",785.77,"1,493",Jun-25,PUNGGOL FIELD WALK,Resale,Strata,73,"16,068",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
PINE GROVE,"1,780,000","1,668.42","1,067",Jun-25,PINE GROVE,Resale,Strata,155,"11,484",-,Condominium,1,99 yrs lease commencing from 1984,21,Rest of Central Region,06 to 10
RIVERWALK APARTMENTS,"1,720,000","1,259.39","1,366",Jun-25,UPPER CIRCULAR ROAD,Resale,Strata,117,"14,701",-,Apartment,1,99 yrs lease commencing from 1980,01,Rest of Central Region,11 to 15
EASTPOINT GREEN,"1,300,000","1,130.22","1,150",Jun-25,SIMEI STREET 3,Resale,Strata,105,"12,381",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,06 to 10
ESPADA,"1,240,000",559.73,"2,215",Jun-25,ST. THOMAS WALK,Resale,Strata,52,"23,846",-,Apartment,1,Freehold,09,Core Central Region,26 to 30
THE SEAWIND,"2,390,000","1,205.57","1,982",Jun-25,LORONG M TELOK KURAU,Resale,Strata,112,"21,339",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
NIN RESIDENCE,"2,200,000","1,743.77","1,262",Jun-25,PHENG GECK AVENUE,Resale,Strata,162,"13,580",-,Apartment,1,99 yrs lease commencing from 2010,13,Rest of Central Region,16 to 20
SUNGLADE,"1,500,000",861.12,"1,742",Jun-25,SERANGOON AVENUE 2,Resale,Strata,80,"18,750",-,Condominium,1,99 yrs lease commencing from 2000,19,Outside Central Region,06 to 10
THE PANORAMA,"2,250,000","1,162.51","1,935",Jun-25,ANG MO KIO AVENUE 2,Resale,Strata,108,"20,833",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,01 to 05
AQUARIUS BY THE PARK,"2,380,000","1,872.94","1,271",Jun-25,BEDOK RESERVOIR VIEW,Resale,Strata,174,"13,678",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,16 to 20
VILLA MARINA,"1,800,000","1,130.22","1,593",Jun-25,JALAN SEMPADAN,Resale,Strata,105,"17,143",-,Condominium,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05
ECO,"930,000",592.02,"1,571",Jun-25,BEDOK SOUTH AVENUE 3,Resale,Strata,55,"16,909",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,11 to 15
CENTRAL IMPERIAL,"728,000",548.96,"1,326",Jun-25,LORONG 14 GEYLANG,Resale,Strata,51,"14,275",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
MARINA BAY SUITES,"3,200,000","1,603.84","1,995",Jun-25,CENTRAL BOULEVARD,Resale,Strata,149,"21,477",-,Condominium,1,99 yrs lease commencing from 2007,01,Core Central Region,46 to 50
LEONIE HILL RESIDENCES,"3,418,000","1,388.56","2,462",Jun-25,LEONIE HILL ROAD,Resale,Strata,129,"26,496",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
GRANDEUR PARK RESIDENCES,"1,200,000",592.02,"2,027",Jun-25,BEDOK SOUTH AVENUE 3,Resale,Strata,55,"21,818",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,06 to 10
EIGHT COURTYARDS,"1,580,000","1,162.51","1,359",Jun-25,CANBERRA DRIVE,Resale,Strata,108,"14,630",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,06 to 10
PARC BOTANNIA,"1,268,000",785.77,"1,614",Jun-25,FERNVALE STREET,Resale,Strata,73,"17,370",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,11 to 15
THE LAKEFRONT RESIDENCES,"1,750,000","1,011.82","1,730",Jun-25,LAKESIDE DRIVE,Resale,Strata,94,"18,617",-,Condominium,1,99 yrs lease commencing from 2010,22,Outside Central Region,11 to 15
CANNINGHILL PIERS,"7,302,000","2,787.88","2,619",Jun-25,CLARKE QUAY,New Sale,Strata,259,"28,193",-,Apartment,1,99 yrs lease commencing from 2021,06,Rest of Central Region,31 to 35
TERRA HILL,"2,205,000",807.3,"2,731",Jun-25,YEW SIANG ROAD,New Sale,Strata,75,"29,400",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
MARINA ONE RESIDENCES,"2,400,000","1,140.98","2,103",Jun-25,MARINA WAY,Resale,Strata,106,"22,642",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,16 to 20
STIRLING RESIDENCES,"1,165,000",505.91,"2,303",Jun-25,STIRLING ROAD,Resale,Strata,47,"24,787",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,11 to 15
ONE MARINA GARDENS,"1,252,012",419.8,"2,982",Jun-25,MARINA GARDENS LANE,New Sale,Strata,39,"32,103",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
THE M,"2,050,000",753.48,"2,721",Jun-25,MIDDLE ROAD,Resale,Strata,70,"29,286",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,01 to 05
LENTORIA,"2,736,000","1,205.57","2,269",Jun-25,LENTOR HILLS ROAD,New Sale,Strata,112,"24,429",-,Condominium,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
JADESCAPE,"1,525,000",764.24,"1,995",Jun-25,SHUNFU ROAD,Resale,Strata,71,"21,479",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,01 to 05
RIVERFRONT RESIDENCES,"2,000,000","1,108.69","1,804",Jun-25,HOUGANG AVENUE 7,Resale,Strata,103,"19,417",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
LAKE GRANDE,"2,250,000","1,173.28","1,918",Jun-25,JURONG LAKE LINK,Resale,Strata,109,"20,642",-,Condominium,1,99 yrs lease commencing from 2015,22,Outside Central Region,06 to 10
GRAND DUNMAN,"1,503,000",548.96,"2,738",Jun-25,DUNMAN ROAD,New Sale,Strata,51,"29,471",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
LA FIESTA,"1,290,000",731.95,"1,762",Jun-25,SENGKANG SQUARE,Resale,Strata,68,"18,971",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
NORTHVALE,"1,050,000","1,087.16",966,Jun-25,CHOA CHU KANG LOOP,Resale,Strata,101,"10,396",-,Apartment,1,99 yrs lease commencing from 1995,23,Outside Central Region,01 to 05
WATERTOWN,"2,460,000","1,194.8","2,059",Jun-25,PUNGGOL CENTRAL,Resale,Strata,111,"22,162",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
CYAN,"4,051,000","1,528.49","2,650",Jun-25,KENG CHIN ROAD,Resale,Strata,142,"28,528",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
KOPAR AT NEWTON,"1,730,000",688.9,"2,511",Jun-25,MAKEWAY AVENUE,Resale,Strata,64,"27,031",-,Apartment,1,99 yrs lease commencing from 2019,09,Core Central Region,11 to 15
PARC ESTA,"2,800,000","1,334.74","2,098",Jun-25,SIMS AVENUE,Resale,Strata,124,"22,581",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,16 to 20
GRANDEUR 8,"1,900,000","1,227.1","1,548",Jun-25,ANG MO KIO CENTRAL 3,Resale,Strata,114,"16,667",-,Condominium,1,99 yrs lease commencing from 2002,20,Outside Central Region,11 to 15
AFFINITY AT SERANGOON,"2,170,000","1,151.75","1,884",Jun-25,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,107,"20,280",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
ARENA RESIDENCES,"1,148,000",548.96,"2,091",Jun-25,GUILLEMARD CRESCENT,Resale,Strata,51,"22,510",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE CORNWALL,"1,450,000",613.55,"2,363",Jun-25,CORNWALL GARDENS,Resale,Strata,57,"25,439",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
ASTRID MEADOWS,"4,320,000","2,228.15","1,939",Jun-25,CORONATION ROAD WEST,Resale,Strata,207,"20,870",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
ARCHIPELAGO,"2,200,000","1,560.78","1,410",Jun-25,BEDOK RESERVOIR ROAD,Resale,Strata,145,"15,172",-,Condominium,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05
EUPHONY GARDENS,"1,250,000","1,517.72",824,Jun-25,JALAN MATA AYER,Resale,Strata,141,"8,865",-,Condominium,1,99 yrs lease commencing from 1998,27,Outside Central Region,01 to 05
COSTA DEL SOL,"3,265,000","1,560.78","2,092",Jun-25,BAYSHORE ROAD,Resale,Strata,145,"22,517",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,26 to 30
THE CASCADIA,"2,000,000",947.23,"2,111",Jun-25,BUKIT TIMAH ROAD,Resale,Strata,88,"22,727",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
RIVERSOUND RESIDENCE,"1,900,000","1,367.03","1,390",Jun-25,SENGKANG EAST AVENUE,Resale,Strata,127,"14,961",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
THE PANORAMA,"3,380,000","1,560.78","2,166",Jun-25,ANG MO KIO AVENUE 2,Resale,Strata,145,"23,310",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,06 to 10
INTERNATIONAL PLAZA,"1,800,000","1,593.07","1,130",Jun-25,ANSON ROAD,Resale,Strata,148,"12,162",-,Apartment,1,99 yrs lease commencing from 1970,02,Core Central Region,46 to 50
TREASURE AT TAMPINES,"1,025,000",581.26,"1,763",Jun-25,TAMPINES LANE,Resale,Strata,54,"18,981",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
DE CASALLE,"2,170,000","1,248.62","1,738",Jun-25,LORONG N TELOK KURAU,Resale,Strata,116,"18,707",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
RIVERSAILS,"1,620,000","1,033.34","1,568",Jun-25,UPPER SERANGOON CRESCENT,Resale,Strata,96,"16,875",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
KENT RIDGE HILL RESIDENCES,"1,560,000",785.77,"1,985",Jun-25,SOUTH BUONA VISTA ROAD,Resale,Strata,73,"21,370",-,Apartment,1,99 yrs lease commencing from 2018,05,Rest of Central Region,01 to 05
DE CASALLE,"2,118,000","1,237.86","1,711",Jun-25,LORONG N TELOK KURAU,Resale,Strata,115,"18,417",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
LAGUNA GREEN,"1,700,000","1,173.28","1,449",Jun-25,JALAN HAJIJAH,Resale,Strata,109,"15,596",-,Condominium,1,99 yrs lease commencing from 1995,16,Outside Central Region,01 to 05
NORMANTON PARK,"928,000",495.14,"1,874",Jun-25,NORMANTON PARK,Sub Sale,Strata,46,"20,174",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,16 to 20
SKY VUE,"1,388,000",678.13,"2,047",Jun-25,BISHAN STREET 15,Resale,Strata,63,"22,032",-,Condominium,1,99 yrs lease commencing from 2013,20,Rest of Central Region,01 to 05
ARDOR RESIDENCE,"2,785,000","1,248.62","2,230",Jun-25,HAIG ROAD,New Sale,Strata,116,"24,009",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
ROCHELLE AT NEWTON,"3,450,000","1,700.71","2,029",Jun-25,KENG LEE ROAD,Resale,Strata,158,"21,835",-,Condominium,1,99 yrs lease commencing from 2008,11,Core Central Region,01 to 05
IRWELL HILL RESIDENCES,"7,800,000","2,604.89","2,994",Jun-25,IRWELL HILL,New Sale,Strata,242,"32,231",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,36 to 40
THE ORCHARD RESIDENCES,"7,700,000","2,464.96","3,124",Jun-25,ORCHARD BOULEVARD,Resale,Strata,229,"33,624",-,Apartment,1,99 yrs lease commencing from 2006,09,Core Central Region,26 to 30
THE ORCHARD RESIDENCES,"5,300,000","1,808.35","2,931",Jun-25,ORCHARD BOULEVARD,Resale,Strata,168,"31,548",-,Apartment,1,99 yrs lease commencing from 2006,09,Core Central Region,31 to 35
HILLOCK GREEN,"3,113,000","1,345.5","2,314",Jun-25,LENTOR CENTRAL,New Sale,Strata,125,"24,904",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,21 to 25
HILLVIEW REGENCY,"1,380,000","1,119.46","1,233",Jun-25,BUKIT BATOK EAST AVENUE 2,Resale,Strata,104,"13,269",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,06 to 10
ONE MARINA GARDENS,"1,259,719",430.56,"2,926",Jun-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,493",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
QUEENS PEAK,"1,133,000",495.14,"2,288",Jun-25,DUNDEE ROAD,Resale,Strata,46,"24,630",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,16 to 20
THE BAYSHORE,"1,280,000",925.7,"1,383",Jun-25,BAYSHORE ROAD,Resale,Strata,86,"14,884",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,11 to 15
THE QUARTZ,"1,720,000","1,151.75","1,493",Jun-25,COMPASSVALE BOW,Resale,Strata,107,"16,075",-,Condominium,1,99 yrs lease commencing from 2005,19,Outside Central Region,06 to 10
REGENT HEIGHTS,"1,350,000","1,173.28","1,151",Jun-25,BUKIT BATOK EAST AVENUE 5,Resale,Strata,109,"12,385",-,Condominium,1,99 yrs lease commencing from 1995,23,Outside Central Region,21 to 25
THE DAFFODIL,"1,085,000",688.9,"1,575",Jun-25,UPPER EAST COAST ROAD,Resale,Strata,64,"16,953",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
HEDGES PARK CONDOMINIUM,"670,000",484.38,"1,383",Jun-25,FLORA DRIVE,Resale,Strata,45,"14,889",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05
BAGNALL HAUS,"1,897,000",753.48,"2,518",Jun-25,UPPER EAST COAST ROAD,New Sale,Strata,70,"27,100",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
BAGNALL HAUS,"2,065,000",775.01,"2,664",Jun-25,UPPER EAST COAST ROAD,New Sale,Strata,72,"28,681",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
PARC CLEMATIS,"1,002,000",505.91,"1,981",Jun-25,JALAN LEMPENG,Resale,Strata,47,"21,319",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
RIVERGATE,"5,060,000","1,722.24","2,938",Jun-25,ROBERTSON QUAY,Resale,Strata,160,"31,625",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
THE BEAUMONT,"4,880,000","1,948.28","2,505",Jun-25,DEVONSHIRE ROAD,Resale,Strata,181,"26,961",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
PENROSE,"2,020,888",947.23,"2,133",Jun-25,SIMS DRIVE,Sub Sale,Strata,88,"22,965",-,Apartment,1,99 yrs lease commencing from 2019,14,Rest of Central Region,11 to 15
COMMONWEALTH TOWERS,"960,000",441.32,"2,175",Jun-25,COMMONWEALTH AVENUE,Resale,Strata,41,"23,415",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,31 to 35
ASPEN HEIGHTS,"3,500,000","1,593.07","2,197",Jun-25,RIVER VALLEY ROAD,Resale,Strata,148,"23,649",-,Condominium,1,999 yrs lease commencing from 1841,09,Core Central Region,06 to 10
SUNRISE GARDENS,"1,300,000","1,496.2",869,Jun-25,SUNRISE AVENUE,Resale,Strata,139,"9,353",-,Condominium,1,99 yrs lease commencing from 1995,28,Outside Central Region,01 to 05
THE SHORE RESIDENCES,"1,900,000",893.41,"2,127",Jun-25,AMBER ROAD,Resale,Strata,83,"22,892",-,Condominium,1,103 yrs lease commencing from 2009,15,Rest of Central Region,16 to 20
RIVERGATE,"5,900,000","2,077.45","2,840",Jun-25,ROBERTSON QUAY,Resale,Strata,193,"30,570",-,Apartment,1,Freehold,09,Core Central Region,11 to 15
SPRING GROVE,"1,830,000","1,011.82","1,809",Jun-25,GRANGE ROAD,Resale,Strata,94,"19,468",-,Condominium,1,99 yrs lease commencing from 1991,10,Core Central Region,11 to 15
RAFFLESIA CONDOMINIUM,"1,370,000",914.94,"1,497",Jun-25,BISHAN STREET 21,Resale,Strata,85,"16,118",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,06 to 10
SIMS URBAN OASIS,"1,830,000",958,"1,910",Jun-25,SIMS DRIVE,Resale,Strata,89,"20,562",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,06 to 10
STIRLING RESIDENCES,"1,610,000",678.13,"2,374",Jun-25,STIRLING ROAD,Resale,Strata,63,"25,556",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,01 to 05
RESIDENTIAL APARTMENTS,"594,000",516.67,"1,150",Jun-25,KIM KEAT ROAD,Resale,Strata,48,"12,375",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
PARC RIVIERA,"1,000,000",602.78,"1,659",Jun-25,WEST COAST VALE,Resale,Strata,56,"17,857",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,06 to 10
ORCHID PARK CONDOMINIUM,"910,000",871.88,"1,044",Jun-25,YISHUN STREET 81,Resale,Strata,81,"11,235",-,Condominium,1,99 yrs lease commencing from 1991,27,Outside Central Region,06 to 10
THE FORESTA @ MOUNT FABER,"1,455,000",721.19,"2,018",Jun-25,WISHART ROAD,Resale,Strata,67,"21,716",-,Condominium,1,Freehold,04,Rest of Central Region,01 to 05
THE LAKESHORE,"1,280,000",861.12,"1,486",Jun-25,JURONG WEST STREET 41,Resale,Strata,80,"16,000",-,Condominium,1,99 yrs lease commencing from 2002,22,Outside Central Region,06 to 10
PARC VISTA,"1,448,000","1,259.39","1,150",Jun-25,CORPORATION ROAD,Resale,Strata,117,"12,376",-,Condominium,1,99 yrs lease commencing from 1995,22,Outside Central Region,01 to 05
THE HILLIER,"920,000",624.31,"1,474",Jun-25,HILLVIEW RISE,Resale,Strata,58,"15,862",-,Apartment,1,99 yrs lease commencing from 2011,23,Outside Central Region,16 to 20
SANT RITZ,"1,890,000","1,044.11","1,810",Jun-25,PHENG GECK AVENUE,Resale,Strata,97,"19,485",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,16 to 20
1 MOULMEIN RISE,"2,841,625","1,237.86","2,296",Jun-25,MOULMEIN RISE,Resale,Strata,115,"24,710",-,Apartment,1,Freehold,11,Core Central Region,16 to 20
ARTRA,"2,930,000","1,227.1","2,388",Jun-25,ALEXANDRA VIEW,Resale,Strata,114,"25,702",-,Apartment,1,99 yrs lease commencing from 2016,03,Rest of Central Region,21 to 25
THE VERMONT ON CAIRNHILL,"3,400,000","1,334.74","2,547",Jun-25,CAIRNHILL RISE,Resale,Strata,124,"27,419",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
THE HILL @ONE-NORTH,"1,902,360",764.24,"2,489",Jun-25,SLIM BARRACKS RISE,New Sale,Strata,71,"26,794",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,06 to 10
COCO PALMS,"1,510,000","1,194.8","1,264",Jun-25,PASIR RIS GROVE,Resale,Strata,111,"13,604",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
PULLMAN RESIDENCES NEWTON,"4,100,000","1,377.79","2,976",Jun-25,DUNEARN ROAD,New Sale,Strata,128,"32,031",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
18 WOODSVILLE,"908,888",495.14,"1,836",Jun-25,WOODSVILLE CLOSE,Resale,Strata,46,"19,758",-,Apartment,1,Freehold,13,Rest of Central Region,11 to 15
ROBIN SUITES,"1,180,000",462.85,"2,549",Jun-25,ROBIN ROAD,Resale,Strata,43,"27,442",-,Apartment,1,Freehold,10,Core Central Region,16 to 20
REFLECTIONS AT KEPPEL BAY,"2,225,000","1,194.8","1,862",Jun-25,KEPPEL BAY VIEW,Resale,Strata,111,"20,045",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,11 to 15
UNION SQUARE RESIDENCES,"2,383,000",742.72,"3,208",Jun-25,HAVELOCK ROAD,New Sale,Strata,69,"34,536",-,Apartment,1,99 yrs lease commencing from 2024,01,Rest of Central Region,21 to 25
TREASURE AT TAMPINES,"2,125,800","1,237.86","1,717",Jun-25,TAMPINES LANE,Resale,Strata,115,"18,485",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
ONE MARINA GARDENS,"1,234,281",419.8,"2,940",Jun-25,MARINA GARDENS LANE,New Sale,Strata,39,"31,648",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
