Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE CONTINUUM,"3,560,000","1,248.62","2,851",May-25,THIAM SIEW AVENUE,New Sale,Strata,116,"30,690",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
KOON SENG HOUSE,"2,387,000","1,033.34","2,310",May-25,KOON SENG ROAD,New Sale,Strata,96,"24,865",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
CLAYDENCE,"2,539,360","1,076.4","2,359",May-25,STILL ROAD,New Sale,Strata,100,"25,394",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
SIGLAP V,"1,050,000",678.13,"1,548",May-25,FIRST STREET,Resale,Strata,63,"16,667",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE HACIENDA,"2,500,000","1,689.95","1,479",May-25,HACIENDA GROVE,Resale,Strata,157,"15,924",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
FIVENINE,"1,905,000","1,054.87","1,806",May-25,LORONG K TELOK KURAU,Resale,Strata,98,"19,439",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
GRAND DUNMAN,"3,604,000","1,517.72","2,375",May-25,DUNMAN ROAD,New Sale,Strata,141,"25,560",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20
BAYSHORE PARK,"1,320,000",936.47,"1,410",May-25,BAYSHORE ROAD,Resale,Strata,87,"15,172",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,16 to 20
COSTA DEL SOL,"3,200,000","2,055.92","1,556",May-25,BAYSHORE ROAD,Resale,Strata,191,"16,754",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,01 to 05
SPRINGVALE,"1,530,000",914.94,"1,672",May-25,EAST COAST ROAD,Resale,Strata,85,"18,000",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
PARC ELEGANCE,"2,200,000","1,571.54","1,400",May-25,TELOK KURAU ROAD,Resale,Strata,146,"15,068",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
WATER PLACE,"1,820,000",904.18,"2,013",May-25,TANJONG RHU ROAD,Resale,Strata,84,"21,667",-,Condominium,1,99 yrs lease commencing from 1998,15,Rest of Central Region,11 to 15
MANDARIN GARDENS,"1,180,000",828.83,"1,424",May-25,SIGLAP ROAD,Resale,Strata,77,"15,325",-,Condominium,1,99 yrs lease commencing from 1982,15,Outside Central Region,11 to 15
GRAND DUNMAN,"2,934,000","1,119.46","2,621",May-25,DUNMAN ROAD,New Sale,Strata,104,"28,212",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"2,092,000",775.01,"2,699",May-25,DUNMAN ROAD,New Sale,Strata,72,"29,056",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"3,569,000","1,474.67","2,420",May-25,DUNMAN ROAD,New Sale,Strata,137,"26,051",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20
SCENECA RESIDENCE,"3,200,000","1,517.72","2,108",May-25,TANAH MERAH KECHIL LINK,New Sale,Strata,141,"22,695",-,Apartment,1,99 yrs lease commencing from 2021,16,Outside Central Region,06 to 10
THE LUSH,"1,570,000",818.06,"1,919",May-25,DUKU ROAD,Resale,Strata,76,"20,658",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
RESIDENCE TWENTY-TWO,"2,530,000","1,216.33","2,080",May-25,TELOK KURAU ROAD,Resale,Strata,113,"22,389",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
LANDBAY CONDOMINIUM,"1,600,000",904.18,"1,770",May-25,JALAN HAJIJAH,Resale,Strata,84,"19,048",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
OCEAN PARK,"3,728,000","2,109.74","1,767",May-25,EAST COAST ROAD,Resale,Strata,196,"19,020",-,Condominium,1,Freehold,15,Outside Central Region,06 to 10
PEBBLE BAY,"4,595,500","2,626.42","1,750",May-25,TANJONG RHU ROAD,Resale,Strata,244,"18,834",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,11 to 15
THE BAYSHORE,"1,330,000",968.76,"1,373",May-25,BAYSHORE ROAD,Resale,Strata,90,"14,778",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,01 to 05
WATERFRONT ISLE,"915,380",592.02,"1,546",May-25,BEDOK RESERVOIR ROAD,Resale,Strata,55,"16,643",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,11 to 15
KOON SENG HOUSE,"2,935,000","1,313.21","2,235",May-25,KOON SENG ROAD,New Sale,Strata,122,"24,057",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
EASTERN LAGOON,"1,650,000","1,054.87","1,564",May-25,UPPER EAST COAST ROAD,Resale,Strata,98,"16,837",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
FULCRUM,"1,850,000",818.06,"2,261",May-25,FORT ROAD,Resale,Strata,76,"24,342",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
EASTWOOD GREEN,"1,620,000","1,173.28","1,381",May-25,EASTWOOD ROAD,Resale,Strata,109,"14,862",-,Condominium,1,99 yrs lease commencing from 1995,16,Outside Central Region,01 to 05
LAVERNE'S LOFT,"750,000",398.27,"1,883",May-25,LORONG L TELOK KURAU,Resale,Strata,37,"20,270",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
TEMBUSU GRAND,"1,900,000",742.72,"2,558",May-25,JALAN TEMBUSU,Sub Sale,Strata,69,"27,536",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
SERAYA RESIDENCES,"2,018,888","1,044.11","1,934",May-25,SERAYA LANE,Resale,Strata,97,"20,813",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
SCENECA RESIDENCE,"2,488,000","1,162.51","2,140",May-25,TANAH MERAH KECHIL LINK,New Sale,Strata,108,"23,037",-,Apartment,1,99 yrs lease commencing from 2021,16,Outside Central Region,11 to 15
BAGNALL HAUS,"2,056,000",828.83,"2,481",May-25,UPPER EAST COAST ROAD,New Sale,Strata,77,"26,701",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
THE VANDERLINT,"1,370,000",807.3,"1,697",May-25,CEYLON ROAD,Resale,Strata,75,"18,267",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
GRANDEUR PARK RESIDENCES,"1,180,000",624.31,"1,890",May-25,BEDOK SOUTH AVENUE 3,Resale,Strata,58,"20,345",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,01 to 05
AQUARIUS BY THE PARK,"1,150,000",893.41,"1,287",May-25,BEDOK RESERVOIR VIEW,Resale,Strata,83,"13,855",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,11 to 15
SCENECA RESIDENCE,"3,018,000","1,517.72","1,989",May-25,TANAH MERAH KECHIL LINK,New Sale,Strata,141,"21,404",-,Apartment,1,99 yrs lease commencing from 2021,16,Outside Central Region,06 to 10
FAIRMOUNT CONDOMINIUM,"1,850,000","1,980.58",934,May-25,EASTWOOD ROAD,Resale,Strata,184,"10,054",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,01 to 05
GALAXY TOWERS,"1,605,000","1,065.64","1,506",May-25,ONAN ROAD,Resale,Strata,99,"16,212",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
BAGNALL HAUS,"1,907,000",753.48,"2,531",May-25,UPPER EAST COAST ROAD,New Sale,Strata,70,"27,243",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
SANCTUARY GREEN,"1,950,000","1,119.46","1,742",May-25,TANJONG RHU ROAD,Resale,Strata,104,"18,750",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,06 to 10
VERSAILLES,"2,430,000","1,506.96","1,613",May-25,HEMMANT ROAD,Resale,Strata,140,"17,357",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
THE GERANIUM,"1,638,888",990.29,"1,655",May-25,MANGIS ROAD,Resale,Strata,92,"17,814",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
MALVERN SPRINGS,"2,218,000",979.52,"2,264",May-25,ONAN ROAD,Resale,Strata,91,"24,374",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
QUESTA @ DUNMAN,"1,330,000",753.48,"1,765",May-25,DUNMAN ROAD,Resale,Strata,70,"19,000",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
THE CALYPSO,"1,385,000",764.24,"1,812",May-25,UPPER EAST COAST ROAD,Resale,Strata,71,"19,507",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
HOMEY GARDENS,"1,710,000","1,033.34","1,655",May-25,LORONG M TELOK KURAU,Resale,Strata,96,"17,813",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
PEBBLE BAY,"5,500,000","2,626.42","2,094",May-25,TANJONG RHU ROAD,Resale,Strata,244,"22,541",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,11 to 15
KATONG APARTMENTS,"2,045,000","1,485.43","1,377",May-25,MANGIS ROAD,Resale,Strata,138,"14,819",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"3,374,000","1,291.68","2,612",May-25,DUNMAN ROAD,New Sale,Strata,120,"28,117",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
THE CONTINUUM,"1,510,000",559.73,"2,698",May-25,THIAM SIEW AVENUE,New Sale,Strata,52,"29,038",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE GLADES,"1,800,000",990.29,"1,818",May-25,BEDOK RISE,Resale,Strata,92,"19,565",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,06 to 10
TANJONG RIA CONDOMINIUM,"870,000",613.55,"1,418",May-25,TANJONG RHU ROAD,Resale,Strata,57,"15,263",-,Condominium,1,99 yrs lease commencing from 1993,15,Rest of Central Region,01 to 05
PARKSHORE,"3,200,000","1,668.42","1,918",May-25,TANJONG RHU ROAD,Resale,Strata,155,"20,645",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
FORTUNE JADE,"2,100,000","1,087.16","1,932",May-25,DUNMAN ROAD,Resale,Strata,101,"20,792",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
THE CLEARWATER,"1,838,800","1,388.56","1,324",May-25,BEDOK RESERVOIR VIEW,Resale,Strata,129,"14,254",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,11 to 15
URBAN VISTA,"1,315,000",850.36,"1,546",May-25,TANAH MERAH KECHIL LINK,Resale,Strata,79,"16,646",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,01 to 05
GLAMOUR VILLE,"1,800,000","1,216.33","1,480",May-25,LORONG N TELOK KURAU,Resale,Strata,113,"15,929",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
HAIG COURT,"3,388,000","1,550.02","2,186",May-25,HAIG ROAD,Resale,Strata,144,"23,528",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
VIBES @ EAST COAST,"733,000",387.5,"1,892",May-25,TELOK KURAU ROAD,Resale,Strata,36,"20,361",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
VILLA MARINA,"2,600,000","2,314.26","1,123",May-25,JALAN SEMPADAN,Resale,Strata,215,"12,093",-,Condominium,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05
SANCTUARY GREEN,"1,963,200","1,227.1","1,600",May-25,TANJONG RHU ROAD,Resale,Strata,114,"17,221",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,01 to 05
FLAMINGO VALLEY,"3,558,000","2,120.51","1,678",May-25,SIGLAP ROAD,Resale,Strata,197,"18,061",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
VILLAS LAGUNA,"2,300,000","1,560.78","1,474",May-25,UPPER EAST COAST ROAD,Resale,Strata,145,"15,862",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
THE SOUND,"1,630,000",807.3,"2,019",May-25,EAST COAST ROAD,Resale,Strata,75,"21,733",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
THE MAKENA,"2,758,000","1,291.68","2,135",May-25,MEYER ROAD,Resale,Strata,120,"22,983",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
AMBER 45,"1,610,000",613.55,"2,624",May-25,AMBER ROAD,Resale,Strata,57,"28,246",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
GRANDEUR PARK RESIDENCES,"1,190,000",624.31,"1,906",May-25,BEDOK SOUTH AVENUE 3,Resale,Strata,58,"20,517",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,06 to 10
GRAND DUNMAN,"3,607,000","1,431.61","2,520",May-25,DUNMAN ROAD,New Sale,Strata,133,"27,120",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
ASPEN LOFT,"2,300,000","1,797.59","1,279",May-25,JOO CHIAT TERRACE,Resale,Strata,167,"13,772",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"3,751,000","1,431.61","2,620",May-25,DUNMAN ROAD,New Sale,Strata,133,"28,203",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
COTE D'AZUR,"2,050,000","1,140.98","1,797",May-25,MARINE PARADE ROAD,Resale,Strata,106,"19,340",-,Condominium,1,99 yrs lease commencing from 2001,15,Rest of Central Region,16 to 20
BAGNALL HAUS,"2,005,000",807.3,"2,484",May-25,UPPER EAST COAST ROAD,New Sale,Strata,75,"26,733",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
BAGNALL HAUS,"3,807,000","1,528.49","2,491",May-25,UPPER EAST COAST ROAD,New Sale,Strata,142,"26,810",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
THE MEYERISE,"3,488,000","1,280.92","2,723",May-25,MEYER ROAD,Resale,Strata,119,"29,311",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
ONE AMBER,"3,280,000","1,453.14","2,257",May-25,AMBER GARDENS,Resale,Strata,135,"24,296",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
VILLA MARINA,"1,650,000","1,130.22","1,460",May-25,JALAN SEMPADAN,Resale,Strata,105,"15,714",-,Condominium,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05
EAST MEADOWS,"1,540,000","1,216.33","1,266",May-25,TANAH MERAH KECHIL ROAD,Resale,Strata,113,"13,628",-,Condominium,1,99 yrs lease commencing from 1998,16,Outside Central Region,06 to 10
RESIDENTIAL APARTMENTS,"1,260,000",861.12,"1,463",May-25,EAST COAST ROAD,Resale,Strata,80,"15,750",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
BAYSHORE PARK,"1,130,000",936.47,"1,207",May-25,BAYSHORE ROAD,Resale,Strata,87,"12,989",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,06 to 10
TEMBUSU GRAND,"3,743,000","1,603.84","2,334",May-25,JALAN TEMBUSU,New Sale,Strata,149,"25,121",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20
VILLA MARINA,"2,080,000","1,248.62","1,666",May-25,JALAN SEMPADAN,Resale,Strata,116,"17,931",-,Condominium,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05
SANDY EIGHT,"1,390,000",731.95,"1,899",May-25,SANDY LANE,Resale,Strata,68,"20,441",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
BEDOK RESIDENCES,"1,600,000",850.36,"1,882",May-25,BEDOK NORTH DRIVE,Resale,Strata,79,"20,253",-,Apartment,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05
GRAND DUNMAN,"3,613,000","1,431.61","2,524",May-25,DUNMAN ROAD,New Sale,Strata,133,"27,165",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
HAIG APARTMENTS,"2,650,000","1,711.48","1,548",May-25,HAIG ROAD,Resale,Strata,159,"16,667",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
MAYFAIR RESIDENCES,"2,450,000","1,184.04","2,069",May-25,EAST COAST ROAD,Resale,Strata,110,"22,273",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
NEPTUNE COURT,"1,270,000","1,270.15","1,000",May-25,MARINE VISTA,Resale,Strata,118,"10,763",-,Apartment,1,99 yrs lease commencing from 1976,15,Outside Central Region,06 to 10
EAST BAY GARDENS,"1,710,000","1,711.48",999,May-25,LORONG G TELOK KURAU,Resale,Strata,159,"10,755",-,Apartment,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05
PARBURY HILL CONDOMINIUM,"1,590,000",904.18,"1,759",May-25,PARBURY AVENUE,Resale,Strata,84,"18,929",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
COTE D'AZUR,"2,100,000","1,108.69","1,894",May-25,MARINE PARADE ROAD,Resale,Strata,103,"20,388",-,Condominium,1,99 yrs lease commencing from 2001,15,Rest of Central Region,16 to 20
WATERFRONT ISLE,"1,728,000","1,076.4","1,605",May-25,BEDOK RESERVOIR ROAD,Resale,Strata,100,"17,280",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,06 to 10
GRANDEUR PARK RESIDENCES,"1,275,000",624.31,"2,042",May-25,BEDOK SOUTH AVENUE 3,Resale,Strata,58,"21,983",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,06 to 10
AMBER RESIDENCES,"3,350,000","1,517.72","2,207",May-25,AMBER ROAD,Resale,Strata,141,"23,759",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
ONE AMBER,"3,120,000","1,334.74","2,338",May-25,AMBER GARDENS,Resale,Strata,124,"25,161",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
SEASIDE RESIDENCES,"1,255,000",592.02,"2,120",May-25,SIGLAP LINK,Resale,Strata,55,"22,818",-,Apartment,1,99 yrs lease commencing from 2016,15,Outside Central Region,06 to 10
CALLIDORA VILLE,"1,055,000",645.84,"1,634",May-25,LORONG N TELOK KURAU,Resale,Strata,60,"17,583",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
SCENECA RESIDENCE,"2,529,480","1,162.51","2,176",May-25,TANAH MERAH KECHIL LINK,New Sale,Strata,108,"23,421",-,Apartment,1,99 yrs lease commencing from 2021,16,Outside Central Region,11 to 15
BEDOK RESIDENCES,"1,718,000",925.7,"1,856",May-25,BEDOK NORTH DRIVE,Resale,Strata,86,"19,977",-,Apartment,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05
TG MANSION,"1,620,000","1,248.62","1,297",May-25,LORONG H TELOK KURAU,Resale,Strata,116,"13,966",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
MEYER MANSION,"4,718,888","1,496.2","3,154",May-25,MEYER ROAD,Sub Sale,Strata,139,"33,949",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
THE GLADES,"840,000",452.09,"1,858",May-25,BEDOK RISE,Resale,Strata,42,"20,000",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,01 to 05
KING'S MANSION,"3,688,888","1,808.35","2,040",May-25,AMBER GARDENS,Resale,Strata,168,"21,958",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
BAGNALL HAUS,"1,875,000",753.48,"2,488",May-25,UPPER EAST COAST ROAD,New Sale,Strata,70,"26,786",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
THE MEYERISE,"3,430,000","1,302.44","2,634",May-25,MEYER ROAD,Resale,Strata,121,"28,347",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
CASAFINA,"2,230,000","2,045.16","1,090",May-25,BEDOK SOUTH AVENUE 1,Resale,Strata,190,"11,737",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,01 to 05
UBER 388,"1,700,898",904.18,"1,881",May-25,UPPER EAST COAST ROAD,Resale,Strata,84,"20,249",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
38 I SUITES,"885,000",505.91,"1,749",May-25,IPOH LANE,Resale,Strata,47,"18,830",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
ARDOR RESIDENCE,"2,492,820","1,022.58","2,438",May-25,HAIG ROAD,New Sale,Strata,95,"26,240",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
SERAYA VILLE,"2,150,888","1,431.61","1,502",May-25,SERAYA LANE,Resale,Strata,133,"16,172",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
VILLA MARINA,"2,010,000","1,377.79","1,459",May-25,JALAN SEMPADAN,Resale,Strata,128,"15,703",-,Condominium,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05
ECO,"898,000",613.55,"1,464",May-25,BEDOK SOUTH AVENUE 3,Resale,Strata,57,"15,754",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,06 to 10
RIVEREDGE,"2,440,000","1,334.74","1,828",May-25,SAMPAN PLACE,Resale,Strata,124,"19,677",-,Condominium,1,99 yrs lease commencing from 2004,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"2,576,000","1,054.87","2,442",May-25,DUNMAN ROAD,New Sale,Strata,98,"26,286",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"2,756,000","1,162.51","2,371",May-25,DUNMAN ROAD,New Sale,Strata,108,"25,519",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20
TEMBUSU GRAND,"3,743,000","1,603.84","2,334",May-25,JALAN TEMBUSU,New Sale,Strata,149,"25,121",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20
THE CONTINUUM,"3,584,000","1,291.68","2,775",May-25,THIAM SIEW AVENUE,New Sale,Strata,120,"29,867",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE CONTINUUM,"3,282,000","1,087.16","3,019",May-25,THIAM SIEW AVENUE,New Sale,Strata,101,"32,495",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
STRATFORD COURT,"1,375,000","1,044.11","1,317",May-25,BEDOK RIA CRESCENT,Resale,Strata,97,"14,175",-,Condominium,1,99 yrs lease commencing from 1995,16,Outside Central Region,01 to 05
