Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
ONE MARINA GARDENS,"1,263,256",419.8,"3,009",May-25,MARINA GARDENS LANE,New Sale,Strata,39,"32,391",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,11 to 15
SPOTTISWOODE RESIDENCES,"1,840,000",796.54,"2,310",May-25,SPOTTISWOODE PARK ROAD,Resale,Strata,74,"24,865",-,Condominium,1,Freehold,02,Rest of Central Region,06 to 10
ONE MARINA GARDENS,"1,252,445",419.8,"2,983",May-25,MARINA GARDENS LANE,New Sale,Strata,39,"32,114",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"2,146,727",721.19,"2,977",May-25,MARINA GARDENS LANE,New Sale,Strata,67,"32,041",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"1,969,887",656.6,"3,000",May-25,MARINA GARDENS LANE,New Sale,Strata,61,"32,293",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"1,268,014",419.8,"3,021",May-25,MARINA GARDENS LANE,New Sale,Strata,39,"32,513",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"1,331,133",430.56,"3,092",May-25,MARINA GARDENS LANE,New Sale,Strata,40,"33,278",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"1,257,634",419.8,"2,996",May-25,MARINA GARDENS LANE,New Sale,Strata,39,"32,247",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
76 SHENTON,"1,135,000",592.02,"1,917",May-25,SHENTON WAY,Resale,Strata,55,"20,636",-,Apartment,1,99 yrs lease commencing from 2007,02,Core Central Region,06 to 10
MARINA ONE RESIDENCES,"6,400,000","2,249.68","2,845",May-25,MARINA WAY,Resale,Strata,209,"30,622",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,31 to 35
ONE MARINA GARDENS,"1,236,876",419.8,"2,946",May-25,MARINA GARDENS LANE,New Sale,Strata,39,"31,715",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,11 to 15
ONE MARINA GARDENS,"1,249,036",419.8,"2,975",May-25,MARINA GARDENS LANE,New Sale,Strata,39,"32,027",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"1,261,937",430.56,"2,931",May-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,548",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
ONE MARINA GARDENS,"1,261,937",430.56,"2,931",May-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,548",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"1,293,430",430.56,"3,004",May-25,MARINA GARDENS LANE,New Sale,Strata,40,"32,336",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"2,052,132",710.42,"2,889",May-25,MARINA GARDENS LANE,New Sale,Strata,66,"31,093",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
ONE MARINA GARDENS,"1,251,147",419.8,"2,980",May-25,MARINA GARDENS LANE,New Sale,Strata,39,"32,081",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,16 to 20
ONE MARINA GARDENS,"1,973,907",656.6,"3,006",May-25,MARINA GARDENS LANE,New Sale,Strata,61,"32,359",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
WALLICH RESIDENCE,"6,030,000","1,657.66","3,638",May-25,WALLICH STREET,Resale,Strata,154,"39,156",-,Apartment,1,99 yrs lease commencing from 2011,02,Core Central Region,51 to 55
SPOTTISWOODE SUITES,"1,085,000",462.85,"2,344",May-25,SPOTTISWOODE PARK ROAD,Resale,Strata,43,"25,233",-,Apartment,1,Freehold,02,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"2,061,589",678.13,"3,040",May-25,MARINA GARDENS LANE,New Sale,Strata,63,"32,724",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,11 to 15
ONE MARINA GARDENS,"2,058,328",721.19,"2,854",May-25,MARINA GARDENS LANE,New Sale,Strata,67,"30,721",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"1,261,937",430.56,"2,931",May-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,548",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,01 to 05
ONE MARINA GARDENS,"4,961,806","1,646.89","3,013",May-25,MARINA GARDENS LANE,New Sale,Strata,153,"32,430",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
SPOTTISWOODE PARK,"940,000",850.36,"1,105",May-25,SPOTTISWOODE PARK ROAD,Resale,Strata,79,"11,899",-,Apartment,1,99 yrs lease commencing from 1973,02,Rest of Central Region,01 to 05
ONE MARINA GARDENS,"1,260,230",419.8,"3,002",May-25,MARINA GARDENS LANE,New Sale,Strata,39,"32,314",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,16 to 20
ONE MARINA GARDENS,"1,248,552",419.8,"2,974",May-25,MARINA GARDENS LANE,New Sale,Strata,39,"32,014",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,16 to 20
ONE MARINA GARDENS,"1,258,932",419.8,"2,999",May-25,MARINA GARDENS LANE,New Sale,Strata,39,"32,280",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"1,260,230",419.8,"3,002",May-25,MARINA GARDENS LANE,New Sale,Strata,39,"32,314",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"1,328,472",430.56,"3,085",May-25,MARINA GARDENS LANE,New Sale,Strata,40,"33,212",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"2,000,672",656.6,"3,047",May-25,MARINA GARDENS LANE,New Sale,Strata,61,"32,798",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,41 to 45
PEOPLE'S PARK COMPLEX,"1,400,000","1,119.46","1,251",May-25,PARK ROAD,Resale,Strata,104,"13,462",-,Apartment,1,99 yrs lease commencing from 1968,01,Rest of Central Region,11 to 15
THE CLIFT,"1,550,000",775.01,"2,000",May-25,MCCALLUM STREET,Resale,Strata,72,"21,528",-,Apartment,1,99 yrs lease commencing from 2004,01,Core Central Region,16 to 20
MARINA ONE RESIDENCES,"2,200,000","1,065.64","2,064",May-25,MARINA WAY,Resale,Strata,99,"22,222",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,26 to 30
ONE SHENTON,"1,200,000",602.78,"1,991",May-25,SHENTON WAY,Resale,Strata,56,"21,429",-,Apartment,1,99 yrs lease commencing from 2005,01,Core Central Region,31 to 35
ONE MARINA GARDENS,"1,253,318",419.8,"2,986",May-25,MARINA GARDENS LANE,New Sale,Strata,39,"32,136",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,11 to 15
ONE MARINA GARDENS,"2,950,810","1,011.82","2,916",May-25,MARINA GARDENS LANE,New Sale,Strata,94,"31,392",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,41 to 45
SKYSUITES@ANSON,"930,000",398.27,"2,335",May-25,ENGGOR STREET,Resale,Strata,37,"25,135",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,46 to 50
MARINA BAY SUITES,"3,830,000","2,055.92","1,863",May-25,CENTRAL BOULEVARD,Resale,Strata,191,"20,052",-,Condominium,1,99 yrs lease commencing from 2007,01,Core Central Region,11 to 15
ONE MARINA GARDENS,"1,266,570",430.56,"2,942",May-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,664",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
ONE MARINA GARDENS,"3,664,450","1,237.86","2,960",May-25,MARINA GARDENS LANE,New Sale,Strata,115,"31,865",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
LUMIERE,"920,000",505.91,"1,819",May-25,MISTRI ROAD,Resale,Strata,47,"19,574",-,Apartment,1,99 yrs lease commencing from 2006,02,Core Central Region,36 to 40
V ON SHENTON,"2,200,000","1,054.87","2,086",May-25,SHENTON WAY,Resale,Strata,98,"22,449",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,26 to 30
ONE MARINA GARDENS,"1,262,617",430.56,"2,932",May-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,565",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
ONE MARINA GARDENS,"1,267,888",430.56,"2,945",May-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,697",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
ONE MARINA GARDENS,"3,551,761","1,237.86","2,869",May-25,MARINA GARDENS LANE,New Sale,Strata,115,"30,885",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,11 to 15
ONE MARINA GARDENS,"1,997,860",667.37,"2,994",May-25,MARINA GARDENS LANE,New Sale,Strata,62,"32,224",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,16 to 20
ONE MARINA GARDENS,"3,534,090","1,237.86","2,855",May-25,MARINA GARDENS LANE,New Sale,Strata,115,"30,731",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"2,028,192",667.37,"3,039",May-25,MARINA GARDENS LANE,New Sale,Strata,62,"32,713",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
UNION SQUARE RESIDENCES,"2,299,000",721.19,"3,188",May-25,HAVELOCK ROAD,New Sale,Strata,67,"34,313",-,Apartment,1,99 yrs lease commencing from 2024,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"1,876,165",645.84,"2,905",May-25,MARINA GARDENS LANE,New Sale,Strata,60,"31,269",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
ONE MARINA GARDENS,"1,261,025",419.8,"3,004",May-25,MARINA GARDENS LANE,New Sale,Strata,39,"32,334",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"1,263,935",430.56,"2,936",May-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,598",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
ONE MARINA GARDENS,"1,928,694",667.37,"2,890",May-25,MARINA GARDENS LANE,New Sale,Strata,62,"31,108",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
ONE MARINA GARDENS,"1,269,204",430.56,"2,948",May-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,730",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,11 to 15
ONE MARINA GARDENS,"3,082,502","1,065.64","2,893",May-25,MARINA GARDENS LANE,New Sale,Strata,99,"31,136",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,16 to 20
ONE MARINA GARDENS,"1,251,605",419.8,"2,981",May-25,MARINA GARDENS LANE,New Sale,Strata,39,"32,092",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"1,234,071",430.56,"2,866",May-25,MARINA GARDENS LANE,New Sale,Strata,40,"30,852",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,01 to 05
ONE MARINA GARDENS,"2,161,163",721.19,"2,997",May-25,MARINA GARDENS LANE,New Sale,Strata,67,"32,256",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,16 to 20
ONE MARINA GARDENS,"1,265,252",430.56,"2,939",May-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,631",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
ONE MARINA GARDENS,"1,265,252",430.56,"2,939",May-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,631",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
ONE MARINA GARDENS,"1,271,840",430.56,"2,954",May-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,796",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,11 to 15
ONE MARINA GARDENS,"3,099,935","1,065.64","2,909",May-25,MARINA GARDENS LANE,New Sale,Strata,99,"31,312",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"1,227,483",430.56,"2,851",May-25,MARINA GARDENS LANE,New Sale,Strata,40,"30,687",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,01 to 05
ONE MARINA GARDENS,"1,795,435",645.84,"2,780",May-25,MARINA GARDENS LANE,New Sale,Strata,60,"29,924",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,01 to 05
ONE MARINA GARDENS,"1,270,522",430.56,"2,951",May-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,763",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,11 to 15
SKY EVERTON,"3,980,000","1,345.5","2,958",May-25,EVERTON ROAD,Resale,Strata,125,"31,840",-,Apartment,1,Freehold,02,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"1,192,515",419.8,"2,841",May-25,MARINA GARDENS LANE,New Sale,Strata,39,"30,577",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,01 to 05
ONE MARINA GARDENS,"1,240,659",430.56,"2,882",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,016",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,01 to 05
ONE MARINA GARDENS,"1,932,676",678.13,"2,850",Apr-25,MARINA GARDENS LANE,New Sale,Strata,63,"30,677",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,01 to 05
ONE MARINA GARDENS,"2,802,730","1,011.82","2,770",Apr-25,MARINA GARDENS LANE,New Sale,Strata,94,"29,816",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,01 to 05
ONE MARINA GARDENS,"1,280,623",430.56,"2,974",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"32,016",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,11 to 15
THE SAIL @ MARINA BAY,"1,520,000",688.9,"2,206",Apr-25,MARINA BOULEVARD,Resale,Strata,64,"23,750",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,36 to 40
SPOTTISWOODE RESIDENCES,"2,280,000",925.7,"2,463",Apr-25,SPOTTISWOODE PARK ROAD,Resale,Strata,86,"26,512",-,Condominium,1,Freehold,02,Rest of Central Region,16 to 20
ICON,"1,068,000",581.26,"1,837",Apr-25,GOPENG STREET,Resale,Strata,54,"19,778",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,16 to 20
THE SAIL @ MARINA BAY,"2,060,888",882.65,"2,335",Apr-25,MARINA BOULEVARD,Resale,Strata,82,"25,133",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,11 to 15
ONE MARINA GARDENS,"1,263,495",430.56,"2,935",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,587",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,11 to 15
ONE MARINA GARDENS,"1,198,938",419.8,"2,856",Apr-25,MARINA GARDENS LANE,New Sale,Strata,39,"30,742",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,01 to 05
ONE MARINA GARDENS,"1,264,555",430.56,"2,937",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,614",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
SKY EVERTON,"1,290,000",462.85,"2,787",Apr-25,EVERTON ROAD,Resale,Strata,43,"30,000",-,Apartment,1,Freehold,02,Rest of Central Region,06 to 10
MARINA ONE RESIDENCES,"2,070,000","1,033.34","2,003",Apr-25,MARINA WAY,Resale,Strata,96,"21,563",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,21 to 25
ONE MARINA GARDENS,"1,283,258",430.56,"2,980",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"32,081",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,16 to 20
ONE MARINA GARDENS,"1,285,894",430.56,"2,987",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"32,147",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,16 to 20
THE SAIL @ MARINA BAY,"1,708,000",882.65,"1,935",Apr-25,MARINA BOULEVARD,Resale,Strata,82,"20,829",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,56 to 60
THE CLIFT,"1,450,000",764.24,"1,897",Apr-25,MCCALLUM STREET,Resale,Strata,71,"20,423",-,Apartment,1,99 yrs lease commencing from 2004,01,Core Central Region,31 to 35
ONE MARINA GARDENS,"1,251,638",430.56,"2,907",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,291",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
ONE MARINA GARDENS,"1,887,790",645.84,"2,923",Apr-25,MARINA GARDENS LANE,New Sale,Strata,60,"31,463",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,11 to 15
ONE MARINA GARDENS,"1,262,178",430.56,"2,931",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,554",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,11 to 15
ONE MARINA GARDENS,"2,091,445",721.19,"2,900",Apr-25,MARINA GARDENS LANE,New Sale,Strata,67,"31,216",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,11 to 15
ONE SHENTON,"2,880,000","1,593.07","1,808",Apr-25,SHENTON WAY,Resale,Strata,148,"19,459",-,Apartment,1,99 yrs lease commencing from 2005,01,Core Central Region,26 to 30
ONE MARINA GARDENS,"1,253,834",430.56,"2,912",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,346",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
ONE MARINA GARDENS,"2,141,928",721.19,"2,970",Apr-25,MARINA GARDENS LANE,New Sale,Strata,67,"31,969",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"1,256,030",430.56,"2,917",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,401",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,01 to 05
ONE MARINA GARDENS,"1,998,046",656.6,"3,043",Apr-25,MARINA GARDENS LANE,New Sale,Strata,61,"32,755",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,41 to 45
ONE MARINA GARDENS,"1,999,359",656.6,"3,045",Apr-25,MARINA GARDENS LANE,New Sale,Strata,61,"32,776",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,41 to 45
ONE MARINA GARDENS,"1,882,624",645.84,"2,915",Apr-25,MARINA GARDENS LANE,New Sale,Strata,60,"31,377",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
ONE MARINA GARDENS,"2,784,216",968.76,"2,874",Apr-25,MARINA GARDENS LANE,New Sale,Strata,90,"30,936",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,16 to 20
ONE MARINA GARDENS,"1,917,499",645.84,"2,969",Apr-25,MARINA GARDENS LANE,New Sale,Strata,60,"31,958",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"2,816,185",968.76,"2,907",Apr-25,MARINA GARDENS LANE,New Sale,Strata,90,"31,291",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"2,863,439","1,011.82","2,830",Apr-25,MARINA GARDENS LANE,New Sale,Strata,94,"30,462",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,11 to 15
ONE MARINA GARDENS,"1,976,077",667.37,"2,961",Apr-25,MARINA GARDENS LANE,New Sale,Strata,62,"31,872",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,16 to 20
ONE MARINA GARDENS,"1,965,216",656.6,"2,993",Apr-25,MARINA GARDENS LANE,New Sale,Strata,61,"32,217",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"2,123,419",721.19,"2,944",Apr-25,MARINA GARDENS LANE,New Sale,Strata,67,"31,693",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"1,240,659",430.56,"2,882",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,016",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,01 to 05
ONE MARINA GARDENS,"2,660,086",904.18,"2,942",Apr-25,MARINA GARDENS LANE,New Sale,Strata,84,"31,668",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ICON,"1,500,000",904.18,"1,659",Apr-25,GOPENG STREET,Resale,Strata,84,"17,857",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,26 to 30
ONE SHENTON,"1,228,000",613.55,"2,001",Apr-25,SHENTON WAY,Resale,Strata,57,"21,544",-,Apartment,1,99 yrs lease commencing from 2005,01,Core Central Region,36 to 40
ICON,"1,158,000",699.66,"1,655",Apr-25,GOPENG STREET,Resale,Strata,65,"17,815",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,06 to 10
ONE MARINA GARDENS,"2,093,609",721.19,"2,903",Apr-25,MARINA GARDENS LANE,New Sale,Strata,67,"31,248",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,16 to 20
ONE MARINA GARDENS,"1,285,894",430.56,"2,987",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"32,147",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,16 to 20
76 SHENTON,"1,320,000",624.31,"2,114",Apr-25,SHENTON WAY,Resale,Strata,58,"22,759",-,Apartment,1,99 yrs lease commencing from 2007,02,Core Central Region,26 to 30
THE SAIL @ MARINA BAY,"2,350,000","1,313.21","1,790",Apr-25,MARINA BOULEVARD,Resale,Strata,122,"19,262",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,16 to 20
ONE MARINA GARDENS,"2,021,458",667.37,"3,029",Apr-25,MARINA GARDENS LANE,New Sale,Strata,62,"32,604",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"2,028,131",667.37,"3,039",Apr-25,MARINA GARDENS LANE,New Sale,Strata,62,"32,712",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"2,977,774","1,011.82","2,943",Apr-25,MARINA GARDENS LANE,New Sale,Strata,94,"31,678",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,41 to 45
MARINA BAY RESIDENCES,"2,220,000","1,130.22","1,964",Apr-25,MARINA BOULEVARD,Resale,Strata,105,"21,143",-,Condominium,1,99 yrs lease commencing from 2005,01,Core Central Region,21 to 25
SPOTTISWOODE 18,"908,000",387.5,"2,343",Apr-25,SPOTTISWOODE PARK ROAD,Resale,Strata,36,"25,222",-,Apartment,1,Freehold,02,Rest of Central Region,06 to 10
